depth,sector,condition,rg_similarity,composite_coherence,binding_persistence,recursive_internal_stability,assembly_reproducibility,bounded_composite_drift,composite_gain,classification
4194304,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,P-A-N,CompositeBindingEmergence,0.9249,0.9489,0.94,0.9118,0.9035,0.91,0.9221,COMPOSITE-STABLE
33554432,P-A-N,CompositeBindingEmergence,0.8335,0.8662,0.838,0.8338,0.8172,0.7922,0.8291,COMPOSITE-BOUNDED
1,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-A-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,P-A-N,RecursiveBoundStatePersistence,0.954,0.9357,0.94,0.93,0.9042,0.8816,0.9281,COMPOSITE-STABLE
33554432,P-A-N,RecursiveBoundStatePersistence,0.8498,0.8256,0.8424,0.8184,0.8043,0.8197,0.8263,COMPOSITE-BOUNDED
1,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-A-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,P-A-N,InternalCoherenceStability,0.939,0.9347,0.9142,0.9268,0.9077,0.8802,0.93,COMPOSITE-STABLE
33554432,P-A-N,InternalCoherenceStability,0.8465,0.8357,0.8143,0.8442,0.8218,0.8196,0.8195,COMPOSITE-BOUNDED
1,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-A-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,P-A-N,PerturbationResilienceComposite,0.9302,0.9428,0.9319,0.9206,0.92,0.91,0.9068,COMPOSITE-STABLE
33554432,P-A-N,PerturbationResilienceComposite,0.8308,0.8266,0.8259,0.8368,0.8332,0.8274,0.8318,COMPOSITE-BOUNDED
1,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-A-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,P-A-N,RecursiveAssemblyHierarchy,0.9458,0.9256,0.9147,0.9092,0.92,0.904,0.9198,COMPOSITE-STABLE
33554432,P-A-N,RecursiveAssemblyHierarchy,0.8257,0.8386,0.8421,0.8113,0.8219,0.8025,0.8222,COMPOSITE-BOUNDED
1,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-A-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16777216,P-A-N,CompositeTransportStability,0.9489,0.9445,0.9391,0.9069,0.9164,0.8963,0.93,COMPOSITE-STABLE
33554432,P-A-N,CompositeTransportStability,0.8248,0.8482,0.8399,0.8143,0.8209,0.8029,0.8575,COMPOSITE-BOUNDED
1,P-A-N,NullBindingControl,0.7729,0.7466,0.7362,0.7546,0.7306,0.7186,0.7578,COMPOSITE-PARTIAL
