depth,sector,condition,rg_similarity,semantic_coherence,relational_meaning_persistence,semantic_transport_alignment,recursive_semantic_stability,semantic_reproduction_index,abstraction_semantic_gain,classification
80,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.8433,0.8211,0.822,0.7953,0.7798,0.7751,0.8038,SEMANTIC-BOUNDED
96,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.8168,0.8099,0.7904,0.7694,0.7763,0.7679,0.7785,SEMANTIC-PARTIAL
128,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.7899,0.7556,0.741,0.7409,0.7168,0.7224,0.7423,SEMANTIC-PARTIAL
160,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.7264,0.7384,0.7048,0.7014,0.7,0.6852,0.7006,SEMANTIC-PARTIAL
192,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.7055,0.7004,0.6972,0.6775,0.6749,0.666,0.659,SEMANTIC-DEGRADING
256,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.6516,0.6267,0.6174,0.6047,0.6052,0.6057,0.6055,SEMANTIC-DEGRADING
320,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.6006,0.5944,0.5668,0.5618,0.5676,0.5624,0.5563,SEMANTIC-DEGRADING
512,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.4831,0.4817,0.473,0.4633,0.4587,0.4433,0.4636,SEMANTIC-FAILED
768,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.3902,0.373,0.3677,0.3728,0.3599,0.3547,0.3603,SEMANTIC-FAILED
1024,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.32,0.3175,0.3117,0.3057,0.305,0.2967,0.3081,SEMANTIC-FAILED
1536,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.2352,0.2356,0.229,0.2228,0.2215,0.2248,0.2276,SEMANTIC-FAILED
2048,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.1924,0.1853,0.1866,0.1779,0.1814,0.1748,0.181,SEMANTIC-FAILED
3072,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.138,0.1341,0.1344,0.1288,0.1299,0.1259,0.127,SEMANTIC-FAILED
4096,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.1052,0.1035,0.1023,0.1007,0.098,0.0968,0.1007,SEMANTIC-FAILED
6144,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.0742,0.0727,0.0709,0.0692,0.0678,0.0692,0.0697,SEMANTIC-FAILED
8192,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.0551,0.054,0.0538,0.053,0.0519,0.0518,0.0532,SEMANTIC-FAILED
12288,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.96,0.94,0.9186,0.92,0.91,0.8764,0.9194,SEMANTIC-STABLE
2,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9549,0.94,0.9257,0.9169,0.9001,0.8855,0.92,SEMANTIC-STABLE
4,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9504,0.94,0.917,0.9122,0.9096,0.8762,0.92,SEMANTIC-STABLE
6,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9409,0.9297,0.9128,0.92,0.91,0.8737,0.9049,SEMANTIC-STABLE
8,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9335,0.9158,0.93,0.903,0.8806,0.9,0.8862,SEMANTIC-STABLE
12,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9402,0.9065,0.9085,0.9,0.8773,0.8722,0.8815,SEMANTIC-STABLE
16,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9355,0.9221,0.9001,0.9121,0.8874,0.8686,0.8863,SEMANTIC-STABLE
20,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9253,0.9297,0.8908,0.8882,0.8636,0.8793,0.8712,SEMANTIC-BOUNDED
24,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9267,0.9019,0.9124,0.8776,0.8509,0.8637,0.874,SEMANTIC-STABLE
32,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9018,0.8826,0.8656,0.8893,0.8369,0.8347,0.8548,SEMANTIC-BOUNDED
40,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.9027,0.859,0.8856,0.8707,0.8579,0.8154,0.8315,SEMANTIC-BOUNDED
48,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.8853,0.8785,0.8434,0.8577,0.8143,0.834,0.8247,SEMANTIC-BOUNDED
64,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.8536,0.8268,0.8379,0.8271,0.799,0.7894,0.8114,SEMANTIC-BOUNDED
80,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.8347,0.8026,0.8162,0.8173,0.775,0.7767,0.801,SEMANTIC-BOUNDED
96,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.798,0.797,0.8019,0.7747,0.7465,0.7468,0.7785,SEMANTIC-PARTIAL
128,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.7545,0.7671,0.743,0.7501,0.7372,0.7291,0.7256,SEMANTIC-PARTIAL
160,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.7298,0.705,0.7034,0.7112,0.6728,0.6889,0.7029,SEMANTIC-PARTIAL
192,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.6878,0.6951,0.6642,0.6789,0.6478,0.635,0.6602,SEMANTIC-DEGRADING
256,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.6494,0.6204,0.6186,0.6256,0.5989,0.5829,0.6005,SEMANTIC-DEGRADING
320,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.5764,0.5695,0.5804,0.5824,0.548,0.558,0.566,SEMANTIC-DEGRADING
512,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.4792,0.4677,0.4558,0.4703,0.4471,0.4469,0.4449,SEMANTIC-FAILED
768,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.3813,0.3726,0.3683,0.372,0.3601,0.3543,0.3683,SEMANTIC-FAILED
1024,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.314,0.3073,0.306,0.3052,0.298,0.2999,0.2985,SEMANTIC-FAILED
1536,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.2412,0.2326,0.2265,0.2343,0.218,0.2213,0.2273,SEMANTIC-FAILED
2048,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.1853,0.1832,0.1833,0.1837,0.174,0.1783,0.1768,SEMANTIC-FAILED
3072,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.1357,0.13,0.1309,0.1286,0.1244,0.1256,0.1263,SEMANTIC-FAILED
4096,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.1028,0.1015,0.1003,0.1033,0.1007,0.0955,0.1007,SEMANTIC-FAILED
6144,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.0736,0.0723,0.0704,0.0698,0.0682,0.0667,0.0695,SEMANTIC-FAILED
8192,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.0547,0.0553,0.0546,0.0535,0.0523,0.0517,0.0529,SEMANTIC-FAILED
12288,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry-Neutral,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.96,0.94,0.9136,0.92,0.91,0.9,0.9065,SEMANTIC-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9446,0.94,0.93,0.9041,0.91,0.9,0.9023,SEMANTIC-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.96,0.9279,0.9051,0.8969,0.91,0.9,0.92,SEMANTIC-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9318,0.909,0.9226,0.8874,0.91,0.8898,0.9158,SEMANTIC-STABLE
8,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9459,0.9296,0.8944,0.8982,0.91,0.8661,0.9174,SEMANTIC-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.936,0.9332,0.9031,0.8861,0.9019,0.8812,0.8829,SEMANTIC-STABLE
16,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9231,0.8908,0.9111,0.8798,0.9056,0.8709,0.8738,SEMANTIC-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9416,0.9064,0.8883,0.88,0.8882,0.8636,0.891,SEMANTIC-BOUNDED
24,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9261,0.8795,0.8667,0.8659,0.8765,0.8394,0.8847,SEMANTIC-BOUNDED
32,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.893,0.8649,0.8864,0.8734,0.8614,0.8583,0.8514,SEMANTIC-BOUNDED
40,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.9002,0.8536,0.8453,0.8464,0.8707,0.8493,0.8581,SEMANTIC-BOUNDED
48,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.8843,0.845,0.8628,0.8481,0.8494,0.823,0.8483,SEMANTIC-BOUNDED
64,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.8416,0.8414,0.8185,0.8255,0.8254,0.8005,0.8176,SEMANTIC-BOUNDED
80,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.8163,0.7941,0.7975,0.8037,0.8086,0.7743,0.7924,SEMANTIC-PARTIAL
96,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.8121,0.7903,0.7827,0.7646,0.7655,0.7529,0.7609,SEMANTIC-PARTIAL
128,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.7536,0.7314,0.7404,0.7222,0.7523,0.718,0.7275,SEMANTIC-PARTIAL
160,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.7181,0.7248,0.7162,0.7041,0.6954,0.6945,0.692,SEMANTIC-PARTIAL
192,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.6886,0.691,0.6622,0.6765,0.6575,0.6548,0.6733,SEMANTIC-DEGRADING
256,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.6329,0.6293,0.6074,0.599,0.6099,0.5826,0.6113,SEMANTIC-DEGRADING
320,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.5899,0.5751,0.5693,0.5522,0.5722,0.5394,0.5696,SEMANTIC-DEGRADING
512,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.4716,0.472,0.4597,0.4619,0.4582,0.4518,0.4514,SEMANTIC-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.3817,0.3712,0.3665,0.3613,0.3624,0.3519,0.3648,SEMANTIC-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.3169,0.3115,0.3052,0.3037,0.3092,0.296,0.2956,SEMANTIC-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.2344,0.2324,0.2231,0.2212,0.2286,0.2158,0.2216,SEMANTIC-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.1872,0.1833,0.1794,0.1766,0.1808,0.1756,0.1832,SEMANTIC-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.137,0.13,0.1269,0.1309,0.131,0.124,0.1271,SEMANTIC-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.1046,0.1004,0.0995,0.0992,0.0998,0.0992,0.0995,SEMANTIC-FAILED
6144,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.0716,0.0704,0.0687,0.0699,0.0695,0.0684,0.068,SEMANTIC-FAILED
8192,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.0545,0.0546,0.0526,0.0517,0.0521,0.0505,0.0521,SEMANTIC-FAILED
12288,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry-Neutral,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9389,0.94,0.93,0.92,0.8899,0.889,0.92,SEMANTIC-STABLE
2,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9505,0.9212,0.93,0.9103,0.91,0.8881,0.9197,SEMANTIC-STABLE
4,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.96,0.9156,0.9023,0.92,0.8859,0.8855,0.92,SEMANTIC-STABLE
6,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9586,0.9215,0.9249,0.9155,0.9026,0.8691,0.914,SEMANTIC-STABLE
8,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9487,0.909,0.9099,0.917,0.9073,0.8998,0.92,SEMANTIC-STABLE
12,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9429,0.9063,0.9042,0.8772,0.9035,0.8659,0.9068,SEMANTIC-STABLE
16,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9342,0.8911,0.9001,0.9004,0.8723,0.8662,0.915,SEMANTIC-BOUNDED
20,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.934,0.9112,0.9011,0.8786,0.8889,0.8627,0.8869,SEMANTIC-STABLE
24,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9025,0.8799,0.9006,0.8856,0.855,0.8708,0.9127,SEMANTIC-BOUNDED
32,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.9058,0.8649,0.8902,0.8662,0.8625,0.838,0.8934,SEMANTIC-BOUNDED
40,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.8924,0.8756,0.861,0.86,0.8564,0.8322,0.8645,SEMANTIC-BOUNDED
48,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.8842,0.858,0.8612,0.8327,0.8456,0.8145,0.8458,SEMANTIC-BOUNDED
64,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.8491,0.8131,0.8072,0.7992,0.8113,0.797,0.8414,SEMANTIC-BOUNDED
80,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.8179,0.8196,0.8041,0.791,0.777,0.7849,0.7959,SEMANTIC-BOUNDED
96,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.792,0.7824,0.7942,0.7806,0.7724,0.7513,0.7866,SEMANTIC-PARTIAL
128,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.7512,0.7314,0.745,0.7319,0.7239,0.7221,0.7551,SEMANTIC-PARTIAL
160,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.7266,0.7031,0.702,0.6834,0.6955,0.6848,0.7054,SEMANTIC-PARTIAL
192,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.6926,0.6805,0.6768,0.6678,0.6467,0.6449,0.683,SEMANTIC-DEGRADING
256,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.6347,0.6264,0.6117,0.6122,0.6083,0.5905,0.6172,SEMANTIC-DEGRADING
320,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.5746,0.5748,0.5637,0.561,0.547,0.552,0.5646,SEMANTIC-DEGRADING
512,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.4643,0.4611,0.4647,0.4583,0.4529,0.4429,0.4714,SEMANTIC-FAILED
768,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.3811,0.3716,0.368,0.3668,0.3539,0.3551,0.3745,SEMANTIC-FAILED
1024,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.3117,0.3127,0.3088,0.3001,0.2921,0.2958,0.3109,SEMANTIC-FAILED
1536,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.2387,0.2336,0.2291,0.2237,0.2234,0.2238,0.2264,SEMANTIC-FAILED
2048,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.1859,0.1822,0.1802,0.1816,0.1805,0.1763,0.18,SEMANTIC-FAILED
3072,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.1335,0.1332,0.1284,0.1257,0.1266,0.1269,0.13,SEMANTIC-FAILED
4096,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.1034,0.1009,0.1016,0.0982,0.0974,0.0962,0.1003,SEMANTIC-FAILED
6144,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.0708,0.0692,0.0706,0.0702,0.0672,0.0673,0.0689,SEMANTIC-FAILED
8192,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.0539,0.053,0.0541,0.0534,0.0518,0.0508,0.0549,SEMANTIC-FAILED
12288,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry-Neutral,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9352,0.94,0.93,0.92,0.91,0.9,0.9079,SEMANTIC-STABLE
2,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9491,0.9341,0.9149,0.92,0.9006,0.8989,0.915,SEMANTIC-STABLE
4,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9387,0.9328,0.93,0.9156,0.9087,0.8937,0.8928,SEMANTIC-STABLE
6,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9343,0.94,0.9185,0.8932,0.9059,0.9,0.8934,SEMANTIC-STABLE
8,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9283,0.9114,0.9178,0.8959,0.8858,0.8902,0.9006,SEMANTIC-STABLE
12,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9418,0.9196,0.924,0.8803,0.91,0.8905,0.8952,SEMANTIC-STABLE
16,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9368,0.9077,0.8942,0.9041,0.9043,0.8772,0.8715,SEMANTIC-BOUNDED
20,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.9007,0.9001,0.8987,0.8962,0.8745,0.8701,0.8846,SEMANTIC-BOUNDED
24,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.8947,0.8992,0.8733,0.8743,0.8781,0.88,0.866,SEMANTIC-BOUNDED
32,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.8983,0.872,0.8743,0.8658,0.8531,0.8726,0.8472,SEMANTIC-BOUNDED
40,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.8731,0.8726,0.876,0.8537,0.855,0.8363,0.8591,SEMANTIC-BOUNDED
48,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.85,0.8582,0.8286,0.8275,0.8451,0.8476,0.839,SEMANTIC-BOUNDED
64,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.8287,0.8476,0.8325,0.8071,0.8283,0.805,0.8122,SEMANTIC-BOUNDED
80,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.834,0.8045,0.812,0.7852,0.7874,0.782,0.8013,SEMANTIC-BOUNDED
96,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.808,0.7711,0.7743,0.763,0.7778,0.7548,0.7654,SEMANTIC-PARTIAL
128,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.7706,0.7497,0.7358,0.7179,0.7336,0.7408,0.7361,SEMANTIC-PARTIAL
160,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.7181,0.708,0.7066,0.6895,0.7058,0.7044,0.6987,SEMANTIC-PARTIAL
192,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.6754,0.6705,0.669,0.6483,0.6605,0.6653,0.6521,SEMANTIC-DEGRADING
256,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.6302,0.617,0.6028,0.6112,0.6093,0.6073,0.6126,SEMANTIC-DEGRADING
320,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.5674,0.5821,0.5546,0.5595,0.5656,0.5628,0.5675,SEMANTIC-DEGRADING
512,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.4714,0.4722,0.4494,0.4588,0.4609,0.4545,0.4618,SEMANTIC-FAILED
768,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.3732,0.3765,0.3685,0.3572,0.3661,0.3605,0.3674,SEMANTIC-FAILED
1024,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.305,0.3017,0.3089,0.298,0.3007,0.3061,0.2956,SEMANTIC-FAILED
1536,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.2295,0.2307,0.2244,0.2206,0.2262,0.2275,0.2248,SEMANTIC-FAILED
2048,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.1878,0.1816,0.1856,0.1836,0.1802,0.183,0.1816,SEMANTIC-FAILED
3072,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.1318,0.1337,0.1311,0.1271,0.1267,0.1295,0.1267,SEMANTIC-FAILED
4096,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.1037,0.1014,0.1004,0.1017,0.1007,0.1008,0.101,SEMANTIC-FAILED
6144,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.0717,0.0694,0.0704,0.0684,0.0701,0.0686,0.0697,SEMANTIC-FAILED
8192,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.0547,0.0527,0.0537,0.052,0.0526,0.0532,0.0526,SEMANTIC-FAILED
12288,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry-Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7735,0.7623,0.7532,0.7708,0.7297,0.7106,0.7607,SEMANTIC-PARTIAL
2,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7649,0.7506,0.7361,0.7739,0.7283,0.7414,0.7405,SEMANTIC-PARTIAL
4,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7628,0.777,0.7448,0.7605,0.7153,0.7265,0.7399,SEMANTIC-PARTIAL
6,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7603,0.7641,0.7576,0.7478,0.7309,0.7019,0.7565,SEMANTIC-PARTIAL
8,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7407,0.7489,0.7477,0.7708,0.7069,0.7195,0.7494,SEMANTIC-PARTIAL
12,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7436,0.7651,0.7351,0.7684,0.7155,0.7204,0.7141,SEMANTIC-PARTIAL
16,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7281,0.7507,0.7226,0.7259,0.7139,0.7021,0.7225,SEMANTIC-PARTIAL
20,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7546,0.7297,0.7141,0.728,0.7014,0.7062,0.7335,SEMANTIC-PARTIAL
24,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7167,0.7307,0.7198,0.7465,0.7026,0.7025,0.7235,SEMANTIC-PARTIAL
32,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7173,0.7292,0.6941,0.7123,0.6949,0.6977,0.7132,SEMANTIC-DEGRADING
40,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7213,0.7168,0.7069,0.7096,0.6734,0.6824,0.6862,SEMANTIC-PARTIAL
48,Projection-Antisymmetry-Neutral,NullSemanticControl,0.7156,0.6882,0.6826,0.7132,0.6583,0.6715,0.6668,SEMANTIC-DEGRADING
64,Projection-Antisymmetry-Neutral,NullSemanticControl,0.6642,0.6764,0.6794,0.6822,0.6372,0.6468,0.6663,SEMANTIC-DEGRADING
80,Projection-Antisymmetry-Neutral,NullSemanticControl,0.645,0.6459,0.6374,0.6756,0.6258,0.629,0.6466,SEMANTIC-DEGRADING
96,Projection-Antisymmetry-Neutral,NullSemanticControl,0.6557,0.6441,0.6241,0.6516,0.6286,0.5988,0.6139,SEMANTIC-DEGRADING
128,Projection-Antisymmetry-Neutral,NullSemanticControl,0.6015,0.625,0.6085,0.6161,0.5795,0.5628,0.5854,SEMANTIC-DEGRADING
160,Projection-Antisymmetry-Neutral,NullSemanticControl,0.5842,0.5788,0.5724,0.5811,0.5643,0.5526,0.5546,SEMANTIC-DEGRADING
192,Projection-Antisymmetry-Neutral,NullSemanticControl,0.5657,0.5617,0.5529,0.5577,0.5231,0.5252,0.5352,SEMANTIC-DEGRADING
256,Projection-Antisymmetry-Neutral,NullSemanticControl,0.4945,0.4997,0.4924,0.5034,0.4954,0.4887,0.4846,SEMANTIC-FAILED
320,Projection-Antisymmetry-Neutral,NullSemanticControl,0.4644,0.4789,0.452,0.466,0.4587,0.4486,0.4623,SEMANTIC-FAILED
512,Projection-Antisymmetry-Neutral,NullSemanticControl,0.37,0.3713,0.3651,0.3884,0.356,0.3591,0.3716,SEMANTIC-FAILED
768,Projection-Antisymmetry-Neutral,NullSemanticControl,0.3064,0.2952,0.3044,0.3008,0.2837,0.2873,0.2929,SEMANTIC-FAILED
1024,Projection-Antisymmetry-Neutral,NullSemanticControl,0.2466,0.2528,0.2431,0.2553,0.2413,0.2357,0.2494,SEMANTIC-FAILED
1536,Projection-Antisymmetry-Neutral,NullSemanticControl,0.1887,0.1908,0.1819,0.1884,0.1786,0.1804,0.1788,SEMANTIC-FAILED
2048,Projection-Antisymmetry-Neutral,NullSemanticControl,0.1517,0.1512,0.1519,0.1483,0.148,0.1442,0.1482,SEMANTIC-FAILED
