depth,sector,condition,rg_similarity,geometric_coherence,relational_metric_stability,topology_persistence,spatial_transport_alignment,locality_geometry_consistency,recursive_spatialization_gain,classification
768,A-N,RecursiveMetricConsistencyTracking,0.9451,0.9144,0.9344,0.8875,0.8772,0.8825,0.9129,GEOMETRY-STABLE
1024,A-N,RecursiveMetricConsistencyTracking,0.921,0.9056,0.905,0.9102,0.8943,0.8722,0.8978,GEOMETRY-STABLE
1536,A-N,RecursiveMetricConsistencyTracking,0.9131,0.9174,0.925,0.8869,0.8821,0.8628,0.9139,GEOMETRY-STABLE
2048,A-N,RecursiveMetricConsistencyTracking,0.9299,0.9072,0.9186,0.9047,0.877,0.8811,0.8867,GEOMETRY-STABLE
3072,A-N,RecursiveMetricConsistencyTracking,0.9399,0.8908,0.9064,0.9024,0.8559,0.8658,0.9076,GEOMETRY-BOUNDED
4096,A-N,RecursiveMetricConsistencyTracking,0.9465,0.9128,0.9328,0.9075,0.8659,0.8816,0.8782,GEOMETRY-STABLE
6144,A-N,RecursiveMetricConsistencyTracking,0.9132,0.8969,0.9033,0.8903,0.8867,0.8597,0.8891,GEOMETRY-BOUNDED
8192,A-N,RecursiveMetricConsistencyTracking,0.9421,0.8991,0.9291,0.8811,0.8535,0.8693,0.8886,GEOMETRY-BOUNDED
12288,A-N,RecursiveMetricConsistencyTracking,0.93,0.8955,0.9068,0.8767,0.8771,0.8412,0.8812,GEOMETRY-BOUNDED
16384,A-N,RecursiveMetricConsistencyTracking,0.9234,0.8834,0.9185,0.8686,0.8782,0.8638,0.8912,GEOMETRY-BOUNDED
24576,A-N,RecursiveMetricConsistencyTracking,0.9132,0.887,0.899,0.8855,0.8459,0.8534,0.86,GEOMETRY-BOUNDED
32768,A-N,RecursiveMetricConsistencyTracking,0.8832,0.8621,0.9017,0.8656,0.8499,0.8566,0.8612,GEOMETRY-BOUNDED
65536,A-N,RecursiveMetricConsistencyTracking,0.8746,0.8417,0.882,0.8333,0.8093,0.8252,0.8354,GEOMETRY-BOUNDED
131072,A-N,RecursiveMetricConsistencyTracking,0.8234,0.7928,0.8051,0.7974,0.7624,0.7662,0.7815,GEOMETRY-PARTIAL
262144,A-N,RecursiveMetricConsistencyTracking,0.7385,0.7019,0.7426,0.7132,0.7043,0.7007,0.703,GEOMETRY-PARTIAL
1,A-N,NullGeometryControl,0.6349,0.6061,0.6234,0.5807,0.5956,0.5789,0.5932,GEOMETRY-DEGRADING
2,A-N,NullGeometryControl,0.6591,0.6267,0.6224,0.5934,0.591,0.5673,0.599,GEOMETRY-DEGRADING
4,A-N,NullGeometryControl,0.6632,0.6189,0.6112,0.5938,0.5899,0.5608,0.5925,GEOMETRY-DEGRADING
6,A-N,NullGeometryControl,0.66,0.6019,0.6185,0.6105,0.5966,0.5649,0.6112,GEOMETRY-DEGRADING
8,A-N,NullGeometryControl,0.6275,0.6227,0.5928,0.6121,0.5715,0.5566,0.6129,GEOMETRY-DEGRADING
12,A-N,NullGeometryControl,0.6349,0.6352,0.5866,0.6095,0.5893,0.5661,0.6118,GEOMETRY-DEGRADING
16,A-N,NullGeometryControl,0.6626,0.6232,0.5881,0.6013,0.5694,0.5693,0.6101,GEOMETRY-DEGRADING
20,A-N,NullGeometryControl,0.6387,0.6206,0.6244,0.6139,0.5748,0.595,0.5784,GEOMETRY-DEGRADING
24,A-N,NullGeometryControl,0.6279,0.5973,0.6179,0.5889,0.5811,0.5936,0.5766,GEOMETRY-DEGRADING
32,A-N,NullGeometryControl,0.6485,0.6,0.609,0.5994,0.589,0.5665,0.5787,GEOMETRY-DEGRADING
40,A-N,NullGeometryControl,0.6583,0.6271,0.5975,0.5783,0.6054,0.5612,0.6126,GEOMETRY-DEGRADING
48,A-N,NullGeometryControl,0.6545,0.6077,0.6132,0.5998,0.5792,0.5776,0.5904,GEOMETRY-DEGRADING
64,A-N,NullGeometryControl,0.6551,0.6183,0.59,0.6121,0.587,0.5748,0.6038,GEOMETRY-DEGRADING
80,A-N,NullGeometryControl,0.6518,0.6149,0.6123,0.5879,0.5732,0.5922,0.6088,GEOMETRY-DEGRADING
96,A-N,NullGeometryControl,0.6568,0.608,0.6192,0.5846,0.5687,0.5895,0.5954,GEOMETRY-DEGRADING
128,A-N,NullGeometryControl,0.6467,0.5991,0.6245,0.5927,0.6031,0.59,0.6034,GEOMETRY-DEGRADING
160,A-N,NullGeometryControl,0.6475,0.6143,0.5966,0.61,0.6013,0.5674,0.6026,GEOMETRY-DEGRADING
192,A-N,NullGeometryControl,0.6599,0.6123,0.6004,0.598,0.5672,0.5714,0.5911,GEOMETRY-DEGRADING
256,A-N,NullGeometryControl,0.6269,0.6073,0.6219,0.6128,0.5679,0.5813,0.6046,GEOMETRY-DEGRADING
320,A-N,NullGeometryControl,0.657,0.6265,0.5862,0.583,0.5985,0.5715,0.5976,GEOMETRY-DEGRADING
512,A-N,NullGeometryControl,0.6458,0.6021,0.5959,0.579,0.5902,0.5724,0.5816,GEOMETRY-DEGRADING
768,A-N,NullGeometryControl,0.6339,0.6095,0.604,0.5838,0.5817,0.5711,0.5915,GEOMETRY-DEGRADING
1024,A-N,NullGeometryControl,0.6496,0.6137,0.5851,0.59,0.5882,0.5854,0.5771,GEOMETRY-DEGRADING
1536,A-N,NullGeometryControl,0.6293,0.6258,0.5959,0.6097,0.5651,0.5834,0.6119,GEOMETRY-DEGRADING
2048,A-N,NullGeometryControl,0.6361,0.6245,0.5928,0.5755,0.5991,0.555,0.6021,GEOMETRY-DEGRADING
3072,A-N,NullGeometryControl,0.6381,0.6068,0.6131,0.5882,0.5896,0.5615,0.5979,GEOMETRY-DEGRADING
4096,A-N,NullGeometryControl,0.6615,0.5976,0.5882,0.6116,0.6001,0.5739,0.5771,GEOMETRY-DEGRADING
6144,A-N,NullGeometryControl,0.6268,0.5995,0.5851,0.6072,0.5789,0.5566,0.5957,GEOMETRY-DEGRADING
8192,A-N,NullGeometryControl,0.6547,0.6284,0.6158,0.6043,0.5756,0.5815,0.5919,GEOMETRY-DEGRADING
12288,A-N,NullGeometryControl,0.6229,0.6101,0.6085,0.5861,0.5799,0.565,0.601,GEOMETRY-DEGRADING
16384,A-N,NullGeometryControl,0.6445,0.602,0.6061,0.5859,0.5851,0.5634,0.5864,GEOMETRY-DEGRADING
24576,A-N,NullGeometryControl,0.6445,0.6089,0.5833,0.5861,0.5711,0.5795,0.5892,GEOMETRY-DEGRADING
32768,A-N,NullGeometryControl,0.6168,0.5861,0.5737,0.592,0.5494,0.5755,0.5891,GEOMETRY-DEGRADING
65536,A-N,NullGeometryControl,0.5981,0.5772,0.5528,0.5655,0.5417,0.5577,0.5437,GEOMETRY-DEGRADING
131072,A-N,NullGeometryControl,0.5681,0.5597,0.5409,0.5296,0.5338,0.499,0.5282,GEOMETRY-DEGRADING
262144,A-N,NullGeometryControl,0.5086,0.4952,0.4681,0.4715,0.4561,0.4686,0.4765,GEOMETRY-FAILED
1,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A-N,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A-N,EmergentDistanceMetricAnalysis,0.9523,0.947,0.94,0.9031,0.92,0.9025,0.9106,GEOMETRY-STABLE
262144,P-A-N,EmergentDistanceMetricAnalysis,0.859,0.8657,0.8277,0.8282,0.8188,0.8004,0.8326,GEOMETRY-BOUNDED
1,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A-N,RecursiveTopologyFormation,0.96,0.9208,0.9245,0.93,0.9021,0.8803,0.9076,GEOMETRY-STABLE
262144,P-A-N,RecursiveTopologyFormation,0.8489,0.8479,0.8217,0.8442,0.8292,0.8148,0.8151,GEOMETRY-BOUNDED
1,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A-N,RelationalGeometricCoherenceMapping,0.9361,0.96,0.9151,0.93,0.9125,0.91,0.9195,GEOMETRY-STABLE
262144,P-A-N,RelationalGeometricCoherenceMapping,0.8446,0.8541,0.8248,0.8213,0.8283,0.7993,0.8204,GEOMETRY-BOUNDED
1,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A-N,TransportInducedSpatialPersistence,0.9518,0.9469,0.9279,0.8986,0.92,0.8923,0.9214,GEOMETRY-STABLE
262144,P-A-N,TransportInducedSpatialPersistence,0.829,0.8538,0.835,0.8095,0.8404,0.7981,0.8274,GEOMETRY-BOUNDED
1,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
