depth,sector,condition,rg_similarity,self_reference_fidelity,reflexive_coherence,self_simulation_alignment,reflexive_stabilization_gain,recursive_self_persistence,self_model_adaptation_strength,classification
40,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.8271,0.8261,0.817,0.7818,0.7912,0.7858,0.7974,SELF-REF-BOUNDED
48,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.7971,0.7831,0.792,0.7608,0.7826,0.7667,0.7849,SELF-REF-PARTIAL
64,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.751,0.7503,0.7511,0.7304,0.7543,0.73,0.7321,SELF-REF-PARTIAL
80,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.7146,0.7175,0.7183,0.682,0.7174,0.6735,0.7139,SELF-REF-PARTIAL
96,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.6786,0.6727,0.661,0.6602,0.6826,0.6499,0.6677,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.6321,0.6106,0.6237,0.6169,0.615,0.5874,0.6274,SELF-REF-DEGRADING
160,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.5771,0.5721,0.5595,0.562,0.5749,0.5374,0.5717,SELF-REF-DEGRADING
192,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.5307,0.5319,0.5199,0.5207,0.5343,0.5093,0.5246,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.4679,0.4705,0.4658,0.4544,0.4581,0.4339,0.4714,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.4253,0.4067,0.4129,0.4077,0.4075,0.3972,0.4081,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.3115,0.302,0.3081,0.2943,0.3012,0.2926,0.3078,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.2366,0.2268,0.2245,0.2264,0.2238,0.2247,0.232,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.1837,0.1819,0.183,0.1785,0.1789,0.1787,0.1875,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.1321,0.1337,0.1303,0.1296,0.1287,0.1248,0.1288,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.1053,0.1024,0.0991,0.1012,0.0996,0.0983,0.1031,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.0714,0.0694,0.0693,0.0679,0.0688,0.0665,0.0708,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.0554,0.0549,0.053,0.052,0.0537,0.0507,0.0546,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9361,0.9271,0.9285,0.8964,0.9057,0.9,0.9166,SELF-REF-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9311,0.9338,0.9048,0.8985,0.8947,0.9,0.9092,SELF-REF-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9489,0.9345,0.93,0.891,0.8991,0.9,0.918,SELF-REF-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9409,0.9001,0.9035,0.8863,0.8729,0.8963,0.9035,SELF-REF-STABLE
8,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9026,0.9175,0.9155,0.8943,0.9004,0.9,0.8816,SELF-REF-STABLE
12,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9083,0.8855,0.8747,0.8689,0.8857,0.8857,0.8836,SELF-REF-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8932,0.8793,0.8587,0.8623,0.8555,0.8495,0.8687,SELF-REF-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8789,0.8764,0.8709,0.851,0.8281,0.851,0.8389,SELF-REF-BOUNDED
24,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8499,0.8591,0.8336,0.8502,0.8137,0.8474,0.8321,SELF-REF-BOUNDED
32,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.858,0.828,0.8392,0.8044,0.793,0.8318,0.8068,SELF-REF-BOUNDED
40,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8225,0.8073,0.8082,0.8047,0.7976,0.8061,0.8008,SELF-REF-BOUNDED
48,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8091,0.7953,0.7641,0.7621,0.7735,0.7687,0.7661,SELF-REF-PARTIAL
64,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.7463,0.7443,0.7261,0.7373,0.7234,0.727,0.7263,SELF-REF-PARTIAL
80,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.7174,0.7204,0.7079,0.6816,0.6911,0.7056,0.6954,SELF-REF-PARTIAL
96,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.6961,0.6778,0.6623,0.6506,0.6677,0.6712,0.6588,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.6345,0.6319,0.6218,0.6059,0.6005,0.6031,0.6105,SELF-REF-DEGRADING
160,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.5743,0.5645,0.5736,0.5593,0.556,0.5561,0.5649,SELF-REF-DEGRADING
192,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.5407,0.5402,0.5269,0.524,0.5031,0.522,0.5099,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.4625,0.4626,0.4621,0.4594,0.4529,0.4533,0.444,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.4103,0.4103,0.4149,0.3954,0.3944,0.3946,0.4031,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.3116,0.3044,0.3101,0.2972,0.3032,0.301,0.3059,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.2368,0.2276,0.2313,0.2265,0.2189,0.2239,0.2274,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.186,0.1857,0.1835,0.1828,0.1777,0.1785,0.1774,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.1322,0.1284,0.1286,0.1288,0.1249,0.1299,0.131,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.105,0.1021,0.1014,0.098,0.098,0.0998,0.1005,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.0724,0.0708,0.0699,0.0691,0.0673,0.0701,0.0678,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.0545,0.0542,0.0525,0.0536,0.0528,0.0516,0.0522,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9567,0.94,0.9157,0.92,0.91,0.9,0.9175,SELF-REF-STABLE
2,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9395,0.9141,0.93,0.8981,0.91,0.895,0.9167,SELF-REF-STABLE
4,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9165,0.9168,0.9153,0.9123,0.91,0.9,0.9116,SELF-REF-STABLE
6,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9324,0.9288,0.9027,0.8996,0.9026,0.8801,0.9105,SELF-REF-STABLE
8,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9058,0.9273,0.8982,0.9062,0.8965,0.8745,0.9093,SELF-REF-BOUNDED
12,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8971,0.91,0.9007,0.882,0.878,0.8543,0.8892,SELF-REF-STABLE
16,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9062,0.8793,0.9008,0.8633,0.8647,0.871,0.8581,SELF-REF-BOUNDED
20,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8896,0.8525,0.8616,0.8532,0.8635,0.8254,0.8601,SELF-REF-BOUNDED
24,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8665,0.8723,0.8673,0.8428,0.8435,0.8264,0.8398,SELF-REF-BOUNDED
32,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8235,0.8397,0.817,0.8054,0.8302,0.8114,0.8149,SELF-REF-BOUNDED
40,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8203,0.8095,0.7957,0.7968,0.8018,0.7859,0.798,SELF-REF-PARTIAL
48,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.783,0.7763,0.7738,0.763,0.7855,0.7783,0.7647,SELF-REF-PARTIAL
64,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.7688,0.7538,0.7551,0.721,0.7442,0.7285,0.7506,SELF-REF-PARTIAL
80,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.7151,0.6977,0.6998,0.7084,0.6825,0.6811,0.6996,SELF-REF-DEGRADING
96,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.6812,0.6724,0.6811,0.6564,0.6678,0.6556,0.6788,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.6244,0.6085,0.6075,0.6049,0.601,0.596,0.6043,SELF-REF-DEGRADING
160,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.5841,0.5835,0.5654,0.5518,0.5595,0.5579,0.5706,SELF-REF-DEGRADING
192,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.5441,0.5389,0.531,0.5267,0.5133,0.5079,0.5352,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.4718,0.4547,0.4647,0.4537,0.4612,0.4499,0.459,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.418,0.4083,0.4068,0.395,0.3999,0.3914,0.4097,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.3141,0.3031,0.308,0.2978,0.2943,0.2984,0.2991,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.2339,0.2345,0.2292,0.2234,0.2289,0.219,0.2303,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.1861,0.1875,0.1837,0.1825,0.1814,0.1742,0.182,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.1308,0.1284,0.1298,0.1272,0.1264,0.1276,0.1323,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.1006,0.1035,0.1011,0.0979,0.1004,0.0975,0.1011,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.072,0.0694,0.0712,0.0676,0.0689,0.0696,0.07,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.0548,0.0539,0.0529,0.0523,0.0534,0.0512,0.0534,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7594,0.7528,0.7646,0.7745,0.7521,0.7242,0.7299,SELF-REF-PARTIAL
2,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7603,0.7592,0.7402,0.757,0.7315,0.7128,0.7312,SELF-REF-PARTIAL
4,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7539,0.7738,0.7282,0.7421,0.728,0.7063,0.7353,SELF-REF-PARTIAL
6,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7345,0.7436,0.7542,0.7325,0.7019,0.7199,0.7176,SELF-REF-PARTIAL
8,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7323,0.7575,0.7221,0.7525,0.7251,0.6884,0.7132,SELF-REF-PARTIAL
12,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7353,0.7296,0.7334,0.7293,0.7107,0.677,0.7138,SELF-REF-PARTIAL
16,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7294,0.7221,0.7057,0.7387,0.6942,0.6867,0.7114,SELF-REF-PARTIAL
20,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.6998,0.7248,0.72,0.715,0.6652,0.6719,0.6877,SELF-REF-PARTIAL
24,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.7051,0.6994,0.689,0.6967,0.6604,0.6522,0.6691,SELF-REF-DEGRADING
32,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.6603,0.6649,0.6805,0.6976,0.6461,0.6352,0.6635,SELF-REF-DEGRADING
40,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.6396,0.6488,0.6462,0.6583,0.6228,0.6308,0.6438,SELF-REF-DEGRADING
48,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.645,0.6321,0.6205,0.6546,0.6289,0.6211,0.6246,SELF-REF-DEGRADING
64,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.6162,0.6126,0.5998,0.6214,0.5756,0.5659,0.5904,SELF-REF-DEGRADING
80,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.5845,0.5711,0.5624,0.5797,0.5541,0.5496,0.5777,SELF-REF-DEGRADING
96,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.5378,0.5601,0.5513,0.5434,0.5465,0.5187,0.5345,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.5103,0.5168,0.5074,0.5074,0.4757,0.4938,0.49,SELF-REF-FAILED
160,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.4651,0.463,0.4695,0.4717,0.4551,0.435,0.4577,SELF-REF-FAILED
192,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.4335,0.4451,0.4394,0.4357,0.4171,0.4131,0.4149,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.367,0.3822,0.3799,0.3876,0.3711,0.3629,0.3717,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.3321,0.3431,0.324,0.3361,0.3308,0.3109,0.3244,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.2477,0.2452,0.2506,0.2497,0.2482,0.2419,0.2406,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.187,0.1874,0.1889,0.19,0.1804,0.1804,0.1825,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.1464,0.1487,0.146,0.1507,0.1452,0.1419,0.1494,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.1066,0.1051,0.1071,0.1066,0.1005,0.1021,0.1033,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.0812,0.0845,0.0844,0.0818,0.0781,0.0801,0.0799,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.0569,0.0579,0.0573,0.0565,0.0563,0.054,0.0567,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
