depth,sector,condition,rg_similarity,predictive_stability,anticipatory_coherence,perturbation_forecast_accuracy,future_state_alignment,recursive_prediction_persistence,adaptive_anticipation_gain,classification
12,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8766,0.852,0.8575,0.8385,0.8358,0.8507,0.8342,PREDICTIVE-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8522,0.8432,0.8227,0.794,0.7873,0.7909,0.8215,PREDICTIVE-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.825,0.8121,0.8051,0.7768,0.7867,0.8003,0.7805,PREDICTIVE-BOUNDED
24,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8048,0.7814,0.7719,0.7622,0.7542,0.7642,0.7688,PREDICTIVE-PARTIAL
32,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.761,0.7638,0.749,0.7401,0.717,0.7355,0.726,PREDICTIVE-PARTIAL
40,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.7274,0.7,0.6967,0.6793,0.6897,0.6922,0.6953,PREDICTIVE-DEGRADING
48,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.678,0.6737,0.6694,0.649,0.637,0.6664,0.6719,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.6108,0.6251,0.6252,0.6024,0.5938,0.5966,0.6043,PREDICTIVE-DEGRADING
80,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.5669,0.5736,0.5595,0.5507,0.5571,0.5487,0.5448,PREDICTIVE-DEGRADING
96,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.5332,0.54,0.5254,0.5233,0.5032,0.5042,0.5157,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.4704,0.4662,0.4689,0.4559,0.4405,0.4567,0.4583,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.407,0.4188,0.4016,0.3943,0.3896,0.3933,0.3996,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.3643,0.3738,0.37,0.3548,0.3586,0.3643,0.3505,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.3111,0.3054,0.3088,0.3035,0.2997,0.2958,0.298,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.2682,0.2636,0.2618,0.2597,0.2492,0.256,0.2576,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.1854,0.1868,0.1823,0.1811,0.1723,0.1798,0.1791,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.1292,0.1327,0.1272,0.1243,0.1265,0.1273,0.1262,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.103,0.1013,0.1019,0.0983,0.0977,0.1004,0.0968,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.0705,0.0705,0.0683,0.0689,0.0665,0.0682,0.0668,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.0545,0.0532,0.0528,0.053,0.0522,0.0527,0.0521,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.7488,0.7359,0.7319,0.7731,0.7255,0.712,0.743,PREDICTIVE-PARTIAL
2,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.7312,0.7529,0.7403,0.7517,0.7368,0.7094,0.7364,PREDICTIVE-PARTIAL
4,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.7429,0.7242,0.7171,0.7421,0.7043,0.6923,0.7136,PREDICTIVE-PARTIAL
6,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.7347,0.716,0.7059,0.7154,0.7145,0.6751,0.6994,PREDICTIVE-PARTIAL
8,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.7292,0.7157,0.7118,0.712,0.7,0.6738,0.6981,PREDICTIVE-PARTIAL
12,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.6964,0.6949,0.6826,0.7058,0.6681,0.6556,0.6732,PREDICTIVE-DEGRADING
16,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.6658,0.678,0.6749,0.6583,0.6343,0.6379,0.6524,PREDICTIVE-DEGRADING
20,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.6458,0.6485,0.6345,0.6519,0.6358,0.6298,0.6398,PREDICTIVE-DEGRADING
24,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.6222,0.642,0.6152,0.6221,0.6277,0.5914,0.624,PREDICTIVE-DEGRADING
32,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.6115,0.6039,0.6109,0.6115,0.5732,0.5867,0.5776,PREDICTIVE-DEGRADING
40,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.5869,0.563,0.5801,0.5634,0.5448,0.5421,0.5638,PREDICTIVE-DEGRADING
48,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.56,0.5593,0.5403,0.5567,0.5408,0.5183,0.524,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.5036,0.4983,0.4878,0.4926,0.4924,0.4782,0.4975,PREDICTIVE-FAILED
80,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.4713,0.4585,0.4622,0.4698,0.4457,0.4491,0.4413,PREDICTIVE-FAILED
96,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.4232,0.4263,0.4151,0.4295,0.4056,0.4088,0.4139,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.3827,0.3737,0.3742,0.3713,0.3507,0.3529,0.3597,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.3307,0.3261,0.3359,0.3319,0.3223,0.3101,0.3274,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.296,0.3062,0.2893,0.2934,0.2825,0.2867,0.2832,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.2437,0.2471,0.241,0.2511,0.2328,0.2407,0.2457,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.2109,0.2119,0.2127,0.2137,0.2066,0.2046,0.2019,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.1482,0.147,0.1464,0.1499,0.142,0.142,0.1477,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.1031,0.1052,0.1045,0.1032,0.1001,0.1015,0.1025,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.0819,0.0812,0.0807,0.0805,0.0783,0.0761,0.0792,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.0571,0.0581,0.0549,0.0557,0.0551,0.0543,0.0564,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
