depth,sector,condition,robustness_survival_fraction,perturbation_resilience_index,collapse_threshold_depth,hierarchy_resilience_rate,recursive_recovery_strength,coherence_retention,perturbation_drift_bound,efficacy,base_emergence,perturbed_emergence,classification
524288,Neutral,DistributedPerturbationInjection,0.8763,0.8763,0.0,1.0,0.8763,0.8692,0.1237,0.925,0.9214,0.8074,PERTURBATION-STABLE
1048576,Neutral,DistributedPerturbationInjection,0.9049,0.9049,0.0,1.0,0.9049,0.8994,0.0951,0.925,0.9195,0.8321,PERTURBATION-STABLE
2097152,Neutral,DistributedPerturbationInjection,0.8726,0.8726,0.0,1.0,0.8726,0.8652,0.1274,0.925,0.9158,0.7991,PERTURBATION-STABLE
4194304,Neutral,DistributedPerturbationInjection,0.9217,0.9217,0.0,1.0,0.9217,0.9171,0.0783,0.925,0.9084,0.8373,PERTURBATION-STABLE
8388608,Neutral,DistributedPerturbationInjection,0.8618,0.8618,0.0,1.0,0.8618,0.8536,0.1382,0.925,0.894,0.7705,PERTURBATION-STABLE
16777216,Neutral,DistributedPerturbationInjection,0.8663,0.8663,0.0,1.0,0.8663,0.8582,0.1337,0.925,0.8665,0.7507,PERTURBATION-STABLE
33554432,Neutral,DistributedPerturbationInjection,0.8723,0.8723,0.0,1.0,0.8723,0.864,0.1277,0.925,0.8163,0.7121,PERTURBATION-STABLE
67108864,Neutral,DistributedPerturbationInjection,0.8592,0.8592,0.0,1.0,0.8592,0.8489,0.1408,0.925,0.7315,0.6285,PERTURBATION-STABLE
1,Neutral,CoherenceScrambling,0.8581,0.8581,0.0,1.0,0.8581,0.85,0.1419,0.9,0.9233,0.7923,PERTURBATION-STABLE
2,Neutral,CoherenceScrambling,0.8768,0.8768,0.0,1.0,0.8768,0.8697,0.1232,0.9,0.9233,0.8095,PERTURBATION-STABLE
4,Neutral,CoherenceScrambling,0.8867,0.8867,0.0,1.0,0.8867,0.8802,0.1133,0.9,0.9233,0.8187,PERTURBATION-STABLE
6,Neutral,CoherenceScrambling,0.8526,0.8526,0.0,1.0,0.8526,0.8442,0.1474,0.9,0.9233,0.7872,PERTURBATION-STABLE
8,Neutral,CoherenceScrambling,0.8527,0.8527,0.0,1.0,0.8527,0.8443,0.1473,0.9,0.9233,0.7873,PERTURBATION-STABLE
12,Neutral,CoherenceScrambling,0.8914,0.8914,0.0,1.0,0.8914,0.8852,0.1086,0.9,0.9233,0.823,PERTURBATION-STABLE
16,Neutral,CoherenceScrambling,0.8185,0.8185,0.0,1.0,0.8185,0.8081,0.1815,0.9,0.9233,0.7557,PERTURBATION-STABLE
20,Neutral,CoherenceScrambling,0.8185,0.8185,0.0,1.0,0.8185,0.8081,0.1815,0.9,0.9233,0.7557,PERTURBATION-STABLE
24,Neutral,CoherenceScrambling,0.8413,0.8413,0.0,1.0,0.8413,0.8322,0.1587,0.9,0.9233,0.7768,PERTURBATION-STABLE
32,Neutral,CoherenceScrambling,0.8044,0.8044,0.0,1.0,0.8044,0.7933,0.1956,0.9,0.9233,0.7427,PERTURBATION-BOUNDED
40,Neutral,CoherenceScrambling,0.8646,0.8646,0.0,1.0,0.8646,0.8568,0.1354,0.9,0.9233,0.7983,PERTURBATION-STABLE
48,Neutral,CoherenceScrambling,0.8329,0.8329,0.0,1.0,0.8329,0.8234,0.1671,0.9,0.9233,0.769,PERTURBATION-STABLE
64,Neutral,CoherenceScrambling,0.883,0.883,0.0,1.0,0.883,0.8763,0.117,0.9,0.9233,0.8153,PERTURBATION-STABLE
80,Neutral,CoherenceScrambling,0.8286,0.8286,0.0,1.0,0.8286,0.8187,0.1714,0.9,0.9233,0.765,PERTURBATION-STABLE
96,Neutral,CoherenceScrambling,0.8346,0.8346,0.0,1.0,0.8346,0.8252,0.1654,0.9,0.9233,0.7706,PERTURBATION-STABLE
128,Neutral,CoherenceScrambling,0.8551,0.8551,0.0,1.0,0.8551,0.8468,0.1449,0.9,0.9233,0.7895,PERTURBATION-STABLE
160,Neutral,CoherenceScrambling,0.8122,0.8122,0.0,1.0,0.8122,0.8014,0.1878,0.9,0.9233,0.7499,PERTURBATION-STABLE
192,Neutral,CoherenceScrambling,0.889,0.889,0.0,1.0,0.889,0.8827,0.111,0.9,0.9233,0.8208,PERTURBATION-STABLE
256,Neutral,CoherenceScrambling,0.8066,0.8066,0.0,1.0,0.8066,0.7955,0.1934,0.9,0.9233,0.7447,PERTURBATION-BOUNDED
320,Neutral,CoherenceScrambling,0.8657,0.8657,0.0,1.0,0.8657,0.858,0.1343,0.9,0.9233,0.7993,PERTURBATION-STABLE
512,Neutral,CoherenceScrambling,0.8647,0.8647,0.0,1.0,0.8647,0.8569,0.1353,0.9,0.9233,0.7984,PERTURBATION-STABLE
768,Neutral,CoherenceScrambling,0.8542,0.8542,0.0,1.0,0.8542,0.8459,0.1458,0.9,0.9233,0.7887,PERTURBATION-STABLE
1024,Neutral,CoherenceScrambling,0.8234,0.8234,0.0,1.0,0.8234,0.8132,0.1766,0.9,0.9233,0.7602,PERTURBATION-STABLE
1536,Neutral,CoherenceScrambling,0.8543,0.8543,0.0,1.0,0.8543,0.8459,0.1457,0.9,0.9233,0.7888,PERTURBATION-STABLE
2048,Neutral,CoherenceScrambling,0.8985,0.8985,0.0,1.0,0.8985,0.8927,0.1015,0.9,0.9233,0.8296,PERTURBATION-STABLE
3072,Neutral,CoherenceScrambling,0.8229,0.8229,0.0,1.0,0.8229,0.8127,0.1771,0.9,0.9233,0.7597,PERTURBATION-STABLE
4096,Neutral,CoherenceScrambling,0.8654,0.8654,0.0,1.0,0.8654,0.8577,0.1346,0.9,0.9233,0.799,PERTURBATION-STABLE
6144,Neutral,CoherenceScrambling,0.8776,0.8776,0.0,1.0,0.8776,0.8705,0.1224,0.9,0.9233,0.8102,PERTURBATION-STABLE
8192,Neutral,CoherenceScrambling,0.8166,0.8166,0.0,1.0,0.8166,0.8061,0.1834,0.9,0.9233,0.754,PERTURBATION-STABLE
12288,Neutral,CoherenceScrambling,0.8731,0.8731,0.0,1.0,0.8731,0.8658,0.1269,0.9,0.9233,0.8061,PERTURBATION-STABLE
16384,Neutral,CoherenceScrambling,0.8542,0.8542,0.0,1.0,0.8542,0.8458,0.1458,0.9,0.9232,0.7886,PERTURBATION-STABLE
24576,Neutral,CoherenceScrambling,0.8107,0.8107,0.0,1.0,0.8107,0.7999,0.1893,0.9,0.9232,0.7485,PERTURBATION-BOUNDED
32768,Neutral,CoherenceScrambling,0.8811,0.8811,0.0,1.0,0.8811,0.8743,0.1189,0.9,0.9232,0.8134,PERTURBATION-STABLE
65536,Neutral,CoherenceScrambling,0.8257,0.8257,0.0,1.0,0.8257,0.8158,0.1743,0.9,0.9231,0.7622,PERTURBATION-STABLE
131072,Neutral,CoherenceScrambling,0.8385,0.8385,0.0,1.0,0.8385,0.8292,0.1615,0.9,0.9228,0.7738,PERTURBATION-STABLE
262144,Neutral,CoherenceScrambling,0.8518,0.8518,0.0,1.0,0.8518,0.8433,0.1482,0.9,0.9224,0.7856,PERTURBATION-STABLE
524288,Neutral,CoherenceScrambling,0.8068,0.8068,0.0,1.0,0.8068,0.7958,0.1932,0.9,0.9214,0.7434,PERTURBATION-BOUNDED
1048576,Neutral,CoherenceScrambling,0.8357,0.8357,0.0,1.0,0.8357,0.8263,0.1643,0.9,0.9195,0.7685,PERTURBATION-STABLE
2097152,Neutral,CoherenceScrambling,0.8328,0.8328,0.0,1.0,0.8328,0.8231,0.1672,0.9,0.9158,0.7627,PERTURBATION-STABLE
4194304,Neutral,CoherenceScrambling,0.8279,0.8279,0.0,1.0,0.8279,0.8179,0.1721,0.9,0.9084,0.7521,PERTURBATION-STABLE
8388608,Neutral,CoherenceScrambling,0.8898,0.8898,0.0,1.0,0.8898,0.8833,0.1102,0.9,0.894,0.7955,PERTURBATION-STABLE
16777216,Neutral,CoherenceScrambling,0.8348,0.8348,0.0,1.0,0.8348,0.8247,0.1652,0.9,0.8665,0.7233,PERTURBATION-STABLE
33554432,Neutral,CoherenceScrambling,0.8397,0.8397,0.0,1.0,0.8397,0.8292,0.1603,0.9,0.8163,0.6854,PERTURBATION-STABLE
67108864,Neutral,CoherenceScrambling,0.8943,0.8943,0.0,1.0,0.8943,0.8865,0.1057,0.9,0.7315,0.6542,PERTURBATION-STABLE
1,Neutral,PartialRecursiveMemoryLoss,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.925,0.9233,0.9233,PERTURBATION-STABLE
2,Neutral,PartialRecursiveMemoryLoss,0.9942,0.9942,0.0,1.0,0.9942,0.9939,0.0058,0.925,0.9233,0.918,PERTURBATION-STABLE
4,Neutral,PartialRecursiveMemoryLoss,0.9885,0.9885,0.0,1.0,0.9885,0.9879,0.0115,0.925,0.9233,0.9127,PERTURBATION-STABLE
6,Neutral,PartialRecursiveMemoryLoss,0.9852,0.9852,0.0,1.0,0.9852,0.9843,0.0148,0.925,0.9233,0.9096,PERTURBATION-STABLE
8,Neutral,PartialRecursiveMemoryLoss,0.9828,0.9828,0.0,1.0,0.9828,0.9819,0.0172,0.925,0.9233,0.9075,PERTURBATION-STABLE
12,Neutral,PartialRecursiveMemoryLoss,0.9795,0.9795,0.0,1.0,0.9795,0.9784,0.0205,0.925,0.9233,0.9044,PERTURBATION-STABLE
16,Neutral,PartialRecursiveMemoryLoss,0.9772,0.9772,0.0,1.0,0.9772,0.9759,0.0228,0.925,0.9233,0.9022,PERTURBATION-STABLE
20,Neutral,PartialRecursiveMemoryLoss,0.9754,0.9754,0.0,1.0,0.9754,0.974,0.0246,0.925,0.9233,0.9006,PERTURBATION-STABLE
24,Neutral,PartialRecursiveMemoryLoss,0.9739,0.9739,0.0,1.0,0.9739,0.9724,0.0261,0.925,0.9233,0.8992,PERTURBATION-STABLE
32,Neutral,PartialRecursiveMemoryLoss,0.9716,0.9716,0.0,1.0,0.9716,0.9699,0.0284,0.925,0.9233,0.897,PERTURBATION-STABLE
40,Neutral,PartialRecursiveMemoryLoss,0.9698,0.9698,0.0,1.0,0.9698,0.968,0.0302,0.925,0.9233,0.8954,PERTURBATION-STABLE
48,Neutral,PartialRecursiveMemoryLoss,0.9683,0.9683,0.0,1.0,0.9683,0.9665,0.0317,0.925,0.9233,0.894,PERTURBATION-STABLE
64,Neutral,PartialRecursiveMemoryLoss,0.966,0.966,0.0,1.0,0.966,0.964,0.034,0.925,0.9233,0.8919,PERTURBATION-STABLE
80,Neutral,PartialRecursiveMemoryLoss,0.9642,0.9642,0.0,1.0,0.9642,0.9621,0.0358,0.925,0.9233,0.8902,PERTURBATION-STABLE
96,Neutral,PartialRecursiveMemoryLoss,0.9627,0.9627,0.0,1.0,0.9627,0.9606,0.0373,0.925,0.9233,0.8889,PERTURBATION-STABLE
128,Neutral,PartialRecursiveMemoryLoss,0.9604,0.9604,0.0,1.0,0.9604,0.9582,0.0396,0.925,0.9233,0.8868,PERTURBATION-STABLE
160,Neutral,PartialRecursiveMemoryLoss,0.9586,0.9586,0.0,1.0,0.9586,0.9563,0.0414,0.925,0.9233,0.8851,PERTURBATION-STABLE
192,Neutral,PartialRecursiveMemoryLoss,0.9572,0.9572,0.0,1.0,0.9572,0.9547,0.0428,0.925,0.9233,0.8838,PERTURBATION-STABLE
256,Neutral,PartialRecursiveMemoryLoss,0.9549,0.9549,0.0,1.0,0.9549,0.9523,0.0451,0.925,0.9233,0.8817,PERTURBATION-STABLE
320,Neutral,PartialRecursiveMemoryLoss,0.9531,0.9531,0.0,1.0,0.9531,0.9504,0.0469,0.925,0.9233,0.88,PERTURBATION-STABLE
512,Neutral,PartialRecursiveMemoryLoss,0.9494,0.9494,0.0,1.0,0.9494,0.9465,0.0506,0.925,0.9233,0.8766,PERTURBATION-STABLE
768,Neutral,PartialRecursiveMemoryLoss,0.9462,0.9462,0.0,1.0,0.9462,0.9431,0.0538,0.925,0.9233,0.8736,PERTURBATION-STABLE
1024,Neutral,PartialRecursiveMemoryLoss,0.9439,0.9439,0.0,1.0,0.9439,0.9407,0.0561,0.925,0.9233,0.8715,PERTURBATION-STABLE
1536,Neutral,PartialRecursiveMemoryLoss,0.9408,0.9408,0.0,1.0,0.9408,0.9374,0.0592,0.925,0.9233,0.8686,PERTURBATION-STABLE
2048,Neutral,PartialRecursiveMemoryLoss,0.9385,0.9385,0.0,1.0,0.9385,0.935,0.0615,0.925,0.9233,0.8665,PERTURBATION-STABLE
3072,Neutral,PartialRecursiveMemoryLoss,0.9353,0.9353,0.0,1.0,0.9353,0.9316,0.0647,0.925,0.9233,0.8636,PERTURBATION-STABLE
4096,Neutral,PartialRecursiveMemoryLoss,0.9331,0.9331,0.0,1.0,0.9331,0.9293,0.0669,0.925,0.9233,0.8615,PERTURBATION-STABLE
6144,Neutral,PartialRecursiveMemoryLoss,0.93,0.93,0.0,1.0,0.93,0.926,0.07,0.925,0.9233,0.8586,PERTURBATION-STABLE
8192,Neutral,PartialRecursiveMemoryLoss,0.9277,0.9277,0.0,1.0,0.9277,0.9236,0.0723,0.925,0.9233,0.8566,PERTURBATION-STABLE
12288,Neutral,PartialRecursiveMemoryLoss,0.9246,0.9246,0.0,1.0,0.9246,0.9203,0.0754,0.925,0.9233,0.8537,PERTURBATION-STABLE
16384,Neutral,PartialRecursiveMemoryLoss,0.9224,0.9224,0.0,1.0,0.9224,0.918,0.0776,0.925,0.9232,0.8516,PERTURBATION-STABLE
24576,Neutral,PartialRecursiveMemoryLoss,0.9193,0.9193,0.0,1.0,0.9193,0.9147,0.0807,0.925,0.9232,0.8487,PERTURBATION-STABLE
32768,Neutral,PartialRecursiveMemoryLoss,0.9171,0.9171,0.0,1.0,0.9171,0.9124,0.0829,0.925,0.9232,0.8467,PERTURBATION-STABLE
65536,Neutral,PartialRecursiveMemoryLoss,0.9118,0.9118,0.0,1.0,0.9118,0.9068,0.0882,0.925,0.9231,0.8417,PERTURBATION-STABLE
131072,Neutral,PartialRecursiveMemoryLoss,0.9066,0.9066,0.0,1.0,0.9066,0.9012,0.0934,0.925,0.9228,0.8366,PERTURBATION-STABLE
262144,Neutral,PartialRecursiveMemoryLoss,0.9014,0.9014,0.0,1.0,0.9014,0.8957,0.0986,0.925,0.9224,0.8314,PERTURBATION-STABLE
524288,Neutral,PartialRecursiveMemoryLoss,0.8962,0.8962,0.0,1.0,0.8962,0.8902,0.1038,0.925,0.9214,0.8258,PERTURBATION-STABLE
1048576,Neutral,PartialRecursiveMemoryLoss,0.891,0.891,0.0,1.0,0.891,0.8848,0.109,0.925,0.9195,0.8193,PERTURBATION-STABLE
2097152,Neutral,PartialRecursiveMemoryLoss,0.8859,0.8859,0.0,1.0,0.8859,0.8793,0.1141,0.925,0.9158,0.8113,PERTURBATION-STABLE
4194304,Neutral,PartialRecursiveMemoryLoss,0.8808,0.8808,0.0,1.0,0.8808,0.8739,0.1192,0.925,0.9084,0.8001,PERTURBATION-STABLE
8388608,Neutral,PartialRecursiveMemoryLoss,0.8757,0.8757,0.0,1.0,0.8757,0.8684,0.1243,0.925,0.894,0.7829,PERTURBATION-STABLE
16777216,Neutral,PartialRecursiveMemoryLoss,0.8707,0.8707,0.0,1.0,0.8707,0.8628,0.1293,0.925,0.8665,0.7545,PERTURBATION-STABLE
33554432,Neutral,PartialRecursiveMemoryLoss,0.8657,0.8657,0.0,1.0,0.8657,0.8569,0.1343,0.925,0.8163,0.7067,PERTURBATION-STABLE
67108864,Neutral,PartialRecursiveMemoryLoss,0.8607,0.8607,0.0,1.0,0.8607,0.8505,0.1393,0.925,0.7315,0.6296,PERTURBATION-STABLE
1,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7885,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
2,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7885,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
4,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
6,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
8,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
12,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
16,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
20,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
24,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
32,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
40,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
48,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7386,PERTURBATION-BOUNDED
64,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
80,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
96,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
128,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
160,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
192,Neutral,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7886,0.2,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
256,Neutral,PerturbationRecoveryRegime,0.8001,0.8001,0.0,1.0,0.8001,0.7886,0.1999,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
320,Neutral,PerturbationRecoveryRegime,0.8001,0.8001,0.0,1.0,0.8001,0.7886,0.1999,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
512,Neutral,PerturbationRecoveryRegime,0.8001,0.8001,0.0,1.0,0.8001,0.7887,0.1999,0.92,0.9233,0.7387,PERTURBATION-BOUNDED
768,Neutral,PerturbationRecoveryRegime,0.8002,0.8002,0.0,1.0,0.8002,0.7887,0.1998,0.92,0.9233,0.7388,PERTURBATION-BOUNDED
1024,Neutral,PerturbationRecoveryRegime,0.8002,0.8002,0.0,1.0,0.8002,0.7888,0.1998,0.92,0.9233,0.7388,PERTURBATION-BOUNDED
1536,Neutral,PerturbationRecoveryRegime,0.8003,0.8003,0.0,1.0,0.8003,0.7889,0.1997,0.92,0.9233,0.7389,PERTURBATION-BOUNDED
2048,Neutral,PerturbationRecoveryRegime,0.8004,0.8004,0.0,1.0,0.8004,0.789,0.1996,0.92,0.9233,0.739,PERTURBATION-BOUNDED
3072,Neutral,PerturbationRecoveryRegime,0.8006,0.8006,0.0,1.0,0.8006,0.7892,0.1994,0.92,0.9233,0.7392,PERTURBATION-BOUNDED
4096,Neutral,PerturbationRecoveryRegime,0.8008,0.8008,0.0,1.0,0.8008,0.7894,0.1992,0.92,0.9233,0.7394,PERTURBATION-BOUNDED
6144,Neutral,PerturbationRecoveryRegime,0.8012,0.8012,0.0,1.0,0.8012,0.7898,0.1988,0.92,0.9233,0.7398,PERTURBATION-BOUNDED
8192,Neutral,PerturbationRecoveryRegime,0.8016,0.8016,0.0,1.0,0.8016,0.7903,0.1984,0.92,0.9233,0.7401,PERTURBATION-BOUNDED
12288,Neutral,PerturbationRecoveryRegime,0.8024,0.8024,0.0,1.0,0.8024,0.7911,0.1976,0.92,0.9233,0.7409,PERTURBATION-BOUNDED
16384,Neutral,PerturbationRecoveryRegime,0.8033,0.8033,0.0,1.0,0.8033,0.792,0.1967,0.92,0.9232,0.7416,PERTURBATION-BOUNDED
24576,Neutral,PerturbationRecoveryRegime,0.8049,0.8049,0.0,1.0,0.8049,0.7937,0.1951,0.92,0.9232,0.7431,PERTURBATION-BOUNDED
32768,Neutral,PerturbationRecoveryRegime,0.8064,0.8064,0.0,1.0,0.8064,0.7954,0.1936,0.92,0.9232,0.7445,PERTURBATION-BOUNDED
65536,Neutral,PerturbationRecoveryRegime,0.8127,0.8127,0.0,1.0,0.8127,0.802,0.1873,0.92,0.9231,0.7502,PERTURBATION-STABLE
131072,Neutral,PerturbationRecoveryRegime,0.8246,0.8246,0.0,1.0,0.8246,0.8145,0.1754,0.92,0.9228,0.7609,PERTURBATION-STABLE
262144,Neutral,PerturbationRecoveryRegime,0.8461,0.8461,0.0,1.0,0.8461,0.8373,0.1539,0.92,0.9224,0.7804,PERTURBATION-STABLE
524288,Neutral,PerturbationRecoveryRegime,0.8816,0.8816,0.0,1.0,0.8816,0.8748,0.1184,0.92,0.9214,0.8123,PERTURBATION-STABLE
1048576,Neutral,PerturbationRecoveryRegime,0.9299,0.9299,0.0,1.0,0.9299,0.9259,0.0701,0.92,0.9195,0.8551,PERTURBATION-STABLE
2097152,Neutral,PerturbationRecoveryRegime,0.9754,0.9754,0.0,1.0,0.9754,0.974,0.0246,0.92,0.9158,0.8933,PERTURBATION-STABLE
4194304,Neutral,PerturbationRecoveryRegime,0.997,0.997,0.0,1.0,0.997,0.9968,0.003,0.92,0.9084,0.9057,PERTURBATION-STABLE
8388608,Neutral,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.894,0.894,PERTURBATION-STABLE
16777216,Neutral,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.8665,0.8665,PERTURBATION-STABLE
33554432,Neutral,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.8163,0.8163,PERTURBATION-STABLE
67108864,Neutral,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.7315,0.7315,PERTURBATION-STABLE
1,Neutral,NullRandomRecursionControl,0.0542,0.0542,1.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
2,Neutral,NullRandomRecursionControl,0.0542,0.0542,2.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
4,Neutral,NullRandomRecursionControl,0.0542,0.0542,4.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
6,Neutral,NullRandomRecursionControl,0.0542,0.0542,6.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
8,Neutral,NullRandomRecursionControl,0.0542,0.0542,8.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
12,Neutral,NullRandomRecursionControl,0.0542,0.0542,12.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
16,Neutral,NullRandomRecursionControl,0.0542,0.0542,16.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
20,Neutral,NullRandomRecursionControl,0.0542,0.0542,20.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
24,Neutral,NullRandomRecursionControl,0.0542,0.0542,24.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
32,Neutral,NullRandomRecursionControl,0.0542,0.0542,32.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
40,Neutral,NullRandomRecursionControl,0.0542,0.0542,40.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
48,Neutral,NullRandomRecursionControl,0.0542,0.0542,48.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
64,Neutral,NullRandomRecursionControl,0.0542,0.0542,64.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
80,Neutral,NullRandomRecursionControl,0.0542,0.0542,80.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
96,Neutral,NullRandomRecursionControl,0.0542,0.0542,96.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
128,Neutral,NullRandomRecursionControl,0.0542,0.0542,128.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
160,Neutral,NullRandomRecursionControl,0.0542,0.0542,160.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
192,Neutral,NullRandomRecursionControl,0.0542,0.0542,192.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
256,Neutral,NullRandomRecursionControl,0.0542,0.0542,256.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
320,Neutral,NullRandomRecursionControl,0.0542,0.0542,320.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
512,Neutral,NullRandomRecursionControl,0.0542,0.0542,512.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
768,Neutral,NullRandomRecursionControl,0.0542,0.0542,768.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
1024,Neutral,NullRandomRecursionControl,0.0542,0.0542,1024.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
1536,Neutral,NullRandomRecursionControl,0.0542,0.0542,1536.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
2048,Neutral,NullRandomRecursionControl,0.0542,0.0542,2048.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
3072,Neutral,NullRandomRecursionControl,0.0542,0.0542,3072.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
4096,Neutral,NullRandomRecursionControl,0.0542,0.0542,4096.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
6144,Neutral,NullRandomRecursionControl,0.0542,0.0542,6144.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
8192,Neutral,NullRandomRecursionControl,0.0542,0.0542,8192.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
12288,Neutral,NullRandomRecursionControl,0.0542,0.0542,12288.0,1.0,0.0542,0.0,0.9458,0.0,0.9233,0.05,PERTURBATION-FAILED
16384,Neutral,NullRandomRecursionControl,0.0542,0.0542,16384.0,1.0,0.0542,0.0,0.9458,0.0,0.9232,0.05,PERTURBATION-FAILED
24576,Neutral,NullRandomRecursionControl,0.0542,0.0542,24576.0,1.0,0.0542,0.0,0.9458,0.0,0.9232,0.05,PERTURBATION-FAILED
32768,Neutral,NullRandomRecursionControl,0.0542,0.0542,32768.0,1.0,0.0542,0.0,0.9458,0.0,0.9232,0.05,PERTURBATION-FAILED
