depth,sector,condition,rg_similarity,wave_coherence,interference_stability,standing_mode_persistence,oscillatory_transport_alignment,recursive_mode_synchronization,interference_gain,classification
64,A-N,RecursiveModeSynchronization,0.9335,0.9213,0.8919,0.9099,0.875,0.9047,0.9083,WAVE-STABLE
80,A-N,RecursiveModeSynchronization,0.9376,0.9175,0.8911,0.8915,0.8846,0.8945,0.8843,WAVE-STABLE
96,A-N,RecursiveModeSynchronization,0.9304,0.919,0.9127,0.9138,0.8741,0.8987,0.8762,WAVE-STABLE
128,A-N,RecursiveModeSynchronization,0.9467,0.8988,0.9204,0.8776,0.8627,0.9033,0.9052,WAVE-BOUNDED
160,A-N,RecursiveModeSynchronization,0.9385,0.8861,0.897,0.9065,0.8641,0.8833,0.913,WAVE-BOUNDED
192,A-N,RecursiveModeSynchronization,0.9486,0.9141,0.9126,0.898,0.8891,0.9042,0.8962,WAVE-STABLE
256,A-N,RecursiveModeSynchronization,0.9302,0.9128,0.918,0.8957,0.8859,0.8959,0.9032,WAVE-STABLE
320,A-N,RecursiveModeSynchronization,0.9304,0.9183,0.895,0.8847,0.8652,0.91,0.9002,WAVE-STABLE
512,A-N,RecursiveModeSynchronization,0.9304,0.9204,0.9162,0.8884,0.8814,0.892,0.8869,WAVE-STABLE
768,A-N,RecursiveModeSynchronization,0.9433,0.8927,0.8924,0.8789,0.8913,0.91,0.8847,WAVE-BOUNDED
1024,A-N,RecursiveModeSynchronization,0.9314,0.9172,0.9139,0.9017,0.8848,0.8843,0.9083,WAVE-STABLE
1536,A-N,RecursiveModeSynchronization,0.9155,0.9102,0.8914,0.8763,0.8658,0.898,0.8927,WAVE-STABLE
2048,A-N,RecursiveModeSynchronization,0.9397,0.9162,0.9074,0.8894,0.8859,0.9074,0.9092,WAVE-STABLE
3072,A-N,RecursiveModeSynchronization,0.9411,0.9015,0.8917,0.9119,0.8722,0.9069,0.9115,WAVE-STABLE
4096,A-N,RecursiveModeSynchronization,0.9326,0.8959,0.9026,0.8855,0.8861,0.91,0.8763,WAVE-BOUNDED
6144,A-N,RecursiveModeSynchronization,0.9241,0.92,0.8954,0.9135,0.8923,0.8965,0.8942,WAVE-STABLE
8192,A-N,RecursiveModeSynchronization,0.9281,0.8937,0.9203,0.8797,0.8873,0.882,0.8801,WAVE-BOUNDED
12288,A-N,RecursiveModeSynchronization,0.9392,0.9027,0.9228,0.8759,0.872,0.901,0.9041,WAVE-STABLE
16384,A-N,RecursiveModeSynchronization,0.9349,0.8869,0.9035,0.8923,0.8888,0.875,0.9008,WAVE-BOUNDED
24576,A-N,RecursiveModeSynchronization,0.9295,0.8898,0.8908,0.8917,0.8906,0.8876,0.8817,WAVE-BOUNDED
32768,A-N,RecursiveModeSynchronization,0.9109,0.9214,0.8882,0.9053,0.8629,0.91,0.9103,WAVE-STABLE
65536,A-N,RecursiveModeSynchronization,0.9214,0.9015,0.921,0.8956,0.8658,0.8747,0.8942,WAVE-STABLE
131072,A-N,RecursiveModeSynchronization,0.94,0.9178,0.8944,0.8935,0.8639,0.8739,0.8845,WAVE-STABLE
262144,A-N,RecursiveModeSynchronization,0.9343,0.8952,0.9059,0.9006,0.8802,0.8705,0.8682,WAVE-BOUNDED
524288,A-N,RecursiveModeSynchronization,0.8992,0.8957,0.8849,0.8547,0.8343,0.8745,0.8501,WAVE-BOUNDED
1048576,A-N,RecursiveModeSynchronization,0.8808,0.8635,0.8544,0.8228,0.8086,0.8542,0.8373,WAVE-BOUNDED
2097152,A-N,RecursiveModeSynchronization,0.8089,0.783,0.8028,0.7877,0.7892,0.7754,0.7968,WAVE-PARTIAL
4194304,A-N,RecursiveModeSynchronization,0.7276,0.7264,0.7214,0.7082,0.6997,0.7013,0.7013,WAVE-PARTIAL
1,A-N,NullWaveControl,0.6345,0.6264,0.5944,0.6061,0.5946,0.5591,0.5816,WAVE-DEGRADING
2,A-N,NullWaveControl,0.6378,0.6314,0.5975,0.5958,0.5842,0.5882,0.581,WAVE-DEGRADING
4,A-N,NullWaveControl,0.6602,0.5988,0.6093,0.614,0.5712,0.5867,0.6138,WAVE-DEGRADING
6,A-N,NullWaveControl,0.6643,0.6212,0.6174,0.6006,0.5894,0.5766,0.6052,WAVE-DEGRADING
8,A-N,NullWaveControl,0.6331,0.6004,0.6017,0.5866,0.578,0.5839,0.6042,WAVE-DEGRADING
12,A-N,NullWaveControl,0.6585,0.5975,0.5893,0.6147,0.584,0.5711,0.6082,WAVE-DEGRADING
16,A-N,NullWaveControl,0.6369,0.6055,0.6151,0.6099,0.6036,0.5783,0.5842,WAVE-DEGRADING
20,A-N,NullWaveControl,0.6402,0.6183,0.5995,0.604,0.5891,0.5803,0.6146,WAVE-DEGRADING
24,A-N,NullWaveControl,0.6284,0.6206,0.604,0.5984,0.5884,0.5773,0.5968,WAVE-DEGRADING
32,A-N,NullWaveControl,0.6494,0.6158,0.61,0.5797,0.5773,0.572,0.5909,WAVE-DEGRADING
40,A-N,NullWaveControl,0.6489,0.6167,0.6144,0.6,0.6017,0.5822,0.6025,WAVE-DEGRADING
48,A-N,NullWaveControl,0.6542,0.6269,0.6239,0.6146,0.5848,0.5672,0.6029,WAVE-DEGRADING
64,A-N,NullWaveControl,0.6597,0.6052,0.5912,0.5889,0.5953,0.5656,0.6093,WAVE-DEGRADING
80,A-N,NullWaveControl,0.6457,0.6193,0.6172,0.5821,0.5897,0.5761,0.5764,WAVE-DEGRADING
96,A-N,NullWaveControl,0.6436,0.6281,0.6241,0.5993,0.604,0.5657,0.5936,WAVE-DEGRADING
128,A-N,NullWaveControl,0.6545,0.6,0.6089,0.5776,0.5885,0.5859,0.5965,WAVE-DEGRADING
160,A-N,NullWaveControl,0.6526,0.6314,0.587,0.5948,0.5868,0.5757,0.6077,WAVE-DEGRADING
192,A-N,NullWaveControl,0.642,0.6263,0.6208,0.604,0.5839,0.5804,0.6061,WAVE-DEGRADING
256,A-N,NullWaveControl,0.6502,0.6214,0.6085,0.5924,0.5744,0.5813,0.589,WAVE-DEGRADING
320,A-N,NullWaveControl,0.635,0.6241,0.6002,0.6121,0.579,0.5579,0.5784,WAVE-DEGRADING
512,A-N,NullWaveControl,0.633,0.6287,0.5881,0.5862,0.5873,0.5712,0.6017,WAVE-DEGRADING
768,A-N,NullWaveControl,0.6487,0.6064,0.5945,0.5982,0.5687,0.5781,0.591,WAVE-DEGRADING
1024,A-N,NullWaveControl,0.6566,0.6125,0.6167,0.5919,0.6017,0.5795,0.599,WAVE-DEGRADING
1536,A-N,NullWaveControl,0.6436,0.6199,0.609,0.6069,0.5824,0.5884,0.6017,WAVE-DEGRADING
2048,A-N,NullWaveControl,0.6625,0.6081,0.6156,0.6082,0.5795,0.5937,0.5873,WAVE-DEGRADING
3072,A-N,NullWaveControl,0.659,0.6035,0.6019,0.5755,0.6012,0.5836,0.5909,WAVE-DEGRADING
4096,A-N,NullWaveControl,0.6448,0.6127,0.6225,0.6144,0.6001,0.563,0.5893,WAVE-DEGRADING
6144,A-N,NullWaveControl,0.6569,0.6166,0.6212,0.5893,0.5812,0.5675,0.6007,WAVE-DEGRADING
8192,A-N,NullWaveControl,0.665,0.5973,0.615,0.5829,0.5756,0.5879,0.5884,WAVE-DEGRADING
12288,A-N,NullWaveControl,0.6283,0.6034,0.621,0.6064,0.5961,0.5767,0.5779,WAVE-DEGRADING
16384,A-N,NullWaveControl,0.6635,0.6273,0.6188,0.5827,0.5651,0.5776,0.6057,WAVE-DEGRADING
24576,A-N,NullWaveControl,0.6554,0.6084,0.599,0.5972,0.5988,0.5784,0.5767,WAVE-DEGRADING
32768,A-N,NullWaveControl,0.6428,0.6216,0.5885,0.5932,0.5877,0.5572,0.6034,WAVE-DEGRADING
65536,A-N,NullWaveControl,0.645,0.6132,0.6118,0.5887,0.5823,0.5724,0.6131,WAVE-DEGRADING
131072,A-N,NullWaveControl,0.6268,0.6152,0.6151,0.5754,0.565,0.5701,0.6001,WAVE-DEGRADING
262144,A-N,NullWaveControl,0.6467,0.6211,0.5844,0.5939,0.5637,0.5655,0.5819,WAVE-DEGRADING
524288,A-N,NullWaveControl,0.6212,0.6024,0.5761,0.5831,0.5513,0.5582,0.5949,WAVE-DEGRADING
1048576,A-N,NullWaveControl,0.5977,0.5781,0.5726,0.5736,0.5365,0.5466,0.554,WAVE-DEGRADING
2097152,A-N,NullWaveControl,0.5692,0.5583,0.5427,0.5428,0.514,0.5249,0.5103,WAVE-DEGRADING
4194304,A-N,NullWaveControl,0.5262,0.5003,0.4825,0.4564,0.4512,0.4416,0.4732,WAVE-FAILED
1,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A-N,WaveModeExtraction,0.9489,0.9522,0.9242,0.9086,0.92,0.91,0.9286,WAVE-STABLE
4194304,P-A-N,WaveModeExtraction,0.8586,0.8662,0.8311,0.8141,0.8367,0.7959,0.8358,WAVE-BOUNDED
1,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A-N,RecursiveInterferenceCoherence,0.96,0.9361,0.94,0.9231,0.8894,0.91,0.93,WAVE-STABLE
4194304,P-A-N,RecursiveInterferenceCoherence,0.8398,0.8504,0.8387,0.8119,0.8197,0.8357,0.8255,WAVE-BOUNDED
1,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A-N,StandingModePersistence,0.9317,0.9535,0.9173,0.93,0.9002,0.9016,0.9215,WAVE-STABLE
4194304,P-A-N,StandingModePersistence,0.8522,0.8436,0.8381,0.856,0.8119,0.8153,0.8312,WAVE-BOUNDED
1,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A-N,OscillatoryTransportStability,0.9391,0.9543,0.94,0.93,0.92,0.888,0.93,WAVE-STABLE
4194304,P-A-N,OscillatoryTransportStability,0.8284,0.8389,0.8266,0.8052,0.8425,0.795,0.8321,WAVE-BOUNDED
1,P-A-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
