domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite
population,13,CG,0.9667,0.48,0.3,0.05536,0.9998,0.3,0.21,0.3466,0.02,0.4433,CG,op_hierarchical_nesting,0.9667,0.0333,0.003589,0.9998,0.3,0.3,0.05536,0.2108,18.0,1.0,27.79,0.48,0.0,1.0,0.29001,0.9665066600000001,0.144,0.10398,0.016607999999999998,0.3458364591965697,0.006,0.48,0.29000999997099897,0.9665066599033494,0.14399999998559998,0.10549788777406022,0.020551967713790288,0.3458364590801951,0.0074999999990625,0.8266666666391111,0.33832120513327096
population,14,CG,0.9333,0.8,0.35,0.06897,0.9997,0.35,0.9046,0.745,0.04,0.5919,CG,op_hierarchical_nesting,0.9333,0.0667,0.01427,0.9997,0.35,0.35,0.06897,0.3534,3.0,1.0,6.88,0.8,0.0,1.0,0.326655,0.93302001,0.27999999999999997,0.26075,0.0241395,0.5733933483904234,0.013999999999999999,0.8,0.3266549999673345,0.933020009906698,0.279999999972,0.264556397740779,0.029872002927928753,0.5733933482797449,0.017499999997812498,0.9333333333022221,0.41979126151181495
population,15,CG,0.8,1.0,0.5,0.074693,0.9999,0.5,0.5692,0.988,0.06,0.6922,CG,op_hierarchical_nesting,0.8,0.2,0.036694,0.9999,0.5,0.5,0.074693,0.7219,2.0,1.0,1.2,1.0,0.0,1.0,0.4,0.7999200000000001,0.5,0.494,0.0373465,0.865466366608469,0.03,1.0,0.39999999996,0.7999199999200081,0.49999999995,0.5012113537255795,0.04621532166564722,0.8654663665051014,0.0374999999953125,0.9999999999666667,0.5187891302110395
population,16,RG,1.0,0.0,0.2,0.026239,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.026239,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.0052478,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.006494015906095177,0.06251562890097527,0.0,,0.18127280638386864
population,17,CH,0.9,0.0,0.867,0.125364,0.9998,0.867,0.0,0.0,0.0,0.3968,CH,op_hierarchical_nesting,0.9,0.1,0.010024,0.9998,0.867,0.867,0.125364,0.469,,,,,,,0.7803,0.8998200000000001,0.0,0.0,0.108690588,0.37109277327193135,0.0,,0.78029999992197,0.899819999910018,0.0,0.0,0.13450177356508203,0.371092773156189,0.0,,0.31224493522189417
population,18,RG,1.0,0.0,0.2,0.028353,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.028353,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.0056706000000000005,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.0070172199011211,0.06251562890097527,0.0,,0.18134754981172946
population,19,CG,0.7667,0.64,0.35,0.052827,0.9997,0.35,0.4116,0.5586,0.04,0.4906,CG,op_hierarchical_nesting,0.7667,0.2333,0.019924,0.9997,0.35,0.35,0.052827,0.7838,7.0,1.0,12.72,0.64,0.0,1.0,0.268345,0.76646999,0.22399999999999998,0.19551,0.018489449999999998,0.6550387597330534,0.013999999999999999,0.64,0.2683449999731655,0.766469989923353,0.22399999997759998,0.19836403191677737,0.022880213116915935,0.6550387596244185,0.017499999997812498,0.8799999999706667,0.37907474931258867
population,20,CH,0.8333,0.0,0.9098,0.138713,0.9998,0.9098,0.0,0.0,0.0,0.3941,CH,op_hierarchical_nesting,0.8333,0.1667,0.031853,0.9998,0.9098,0.9098,0.138713,0.65,,,,,,,0.7581363400000001,0.8331333400000001,0.0,0.0,0.12620108740000002,0.45111277826317675,0.0,,0.7581363399241864,0.8331333399166867,0.0,0.0,0.15617056079540143,0.4511127781494374,0.0,,0.31407900268367317
population,21,RG,1.0,0.0,0.2,0.027173,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.027173,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.0054346,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.006725176043916469,0.06251562890097527,0.0,,0.18130582926070024
population,22,RG,1.0,0.0,0.3,0.033095,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.033095,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.0099285,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.012286260323119394,0.09377344335146291,0.0,,0.20085138622065604
population,23,RG,1.0,0.0,0.2,0.013118,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.013118,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0026236000000000002,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.0032466367108562265,0.06251562890097527,0.0,,0.18082318078454734
population,24,RG,1.0,0.0,0.25,0.030675,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.030675,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00766875,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.009489878516686494,0.07814453612621904,0.0,,0.19109063064541507
population,25,CL,0.3667,0.0,0.2707,0.036178,0.9993,0.2707,0.0,0.0,0.0,0.141,CL,op_hierarchical_nesting,0.3667,0.6333,0.053258,0.9993,0.2707,0.2707,0.036178,0.9481,,,,,,,0.09926569,0.36644331,0.0,0.0,0.0097933846,0.7180545136636591,0.0,,0.09926568999007343,0.36644330996335567,0.0,0.0,0.012119058532510298,0.7180545135566017,0.0,,0.17084036743464873
population,26,CL,0.9,0.0,0.0377,0.025828,0.9996,0.0377,0.0,0.0,0.0,0.1894,CL,op_hierarchical_nesting,0.9,0.1,0.010024,0.9996,0.0377,0.0377,0.025828,0.469,,,,,,,0.03393,0.8996400000000001,0.0,0.0,0.0009737156,0.11177794459717716,0.0,,0.033929999996607,0.8996399999100361,0.0,0.0,0.001204947710357294,0.11177794447494378,0.0,,0.14950755601313487
population,27,RG,1.0,0.0,0.2,0.027438,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.027438,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0054876000000000005,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.006790762164390391,0.06251562890097527,0.0,,0.18132948442076652
population,28,RG,1.0,0.0,0.35,0.024705,0.9999,0.35,0.0,0.0,0.0,0.2875,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.35,0.35,0.024705,0.0,,,,,,,0.35,0.9999,0.0,0.0,0.00864675,0.1094023506989995,0.0,,0.349999999965,0.99989999990001,0.0,0.0,0.010700128060526023,0.10940235057670668,0.0,,0.21000035407174897
population,29,RG,1.0,0.0,0.25,0.031577,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.031577,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00789425,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.009768928897193462,0.07814453612621904,0.0,,0.1911304949854875
population,30,CH,0.5,0.0,0.6924,0.174427,0.9998,0.6924,0.0,0.0,0.0,0.2731,CH,op_hierarchical_nesting,0.5,0.5,0.056905,0.9998,0.6924,0.6924,0.174427,0.8949,,,,,,,0.3462,0.4999,0.0,0.0,0.12077325480000001,0.7165541385700733,0.0,,0.34619999996538,0.49989999995001,0.0,0.0,0.14945375923283769,0.7165541384629783,0.0,,0.24458684251588655
population,31,RG,1.0,0.0,0.25,0.036402,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.036402,0.0,,,,,,,0.25,1.0,0.0,0.0,0.0091005,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.011261631874960773,0.07814453612621904,0.0,,0.19134373826802567
population,32,RG,1.0,0.0,0.2,0.022608,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.022608,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0045216,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.005595362308205333,0.06251562890097527,0.0,,0.18115871301274009
population,33,CH,0.8,0.0,0.9958,0.132011,0.9999,0.9958,0.0,0.0,0.0,0.409,CH,op_hierarchical_nesting,0.8,0.2,0.028778,0.9999,0.9958,0.9958,0.132011,0.5817,,,,,,,0.79664,0.7999200000000001,0.0,0.0,0.1314565538,0.5113778445222084,0.0,,0.796639999920336,0.7999199999200081,0.0,0.0,0.16267406367194942,0.5113778444099775,0.0,,0.32437312970318155
population,34,CH,0.9,0.0,0.8533,0.127053,0.9998,0.8533,0.0,0.0,0.0,0.3933,CH,op_hierarchical_nesting,0.9,0.1,0.010024,0.9998,0.8533,0.8533,0.127053,0.469,,,,,,,0.7679699999999999,0.8998200000000001,0.0,0.0,0.1084143249,0.36671667924897267,0.0,,0.7679699999232029,0.899819999910018,0.0,0.0,0.13415990516962734,0.3667166791331207,0.0,,0.30980951201942414
population,35,CH,0.9667,0.0,0.3074,0.112183,0.9999,0.3074,0.0,0.0,0.0,0.2702,CH,op_hierarchical_nesting,0.9667,0.0333,0.003589,0.9999,0.3074,0.3074,0.112183,0.2108,,,,,,,0.29716358,0.96660333,0.0,0.0,0.034485054200000004,0.12940735194681086,0.0,,0.29716357997028364,0.9666033299033396,0.0,0.0,0.042674356968130316,0.12940735182501878,0.0,,0.20512123123811035
population,36,RG,1.0,0.0,0.35,0.041843,0.9999,0.35,0.0,0.0,0.0,0.2875,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.35,0.35,0.041843,0.0,,,,,,,0.35,0.9999,0.0,0.0,0.014645049999999998,0.1094023506989995,0.0,,0.349999999965,0.99989999990001,0.0,0.0,0.018122868182011347,0.10940235057670668,0.0,,0.21106074551767545
population,37,CG,0.9667,0.84,0.45,0.056538,0.9998,0.45,0.226,0.8076,0.04,0.643,CG,op_hierarchical_nesting,0.9667,0.0333,0.00739,0.9998,0.45,0.45,0.056538,0.2108,9.0,1.0,3.86,0.84,0.0,1.0,0.435015,0.9665066600000001,0.378,0.36342,0.0254421,0.5955238810208148,0.018000000000000002,0.84,0.4350149999564985,0.9665066599033494,0.3779999999622,0.36872516228937263,0.03148393652282177,0.5955238809106902,0.022499999997187502,0.946666666635111,0.4680526632721539
population,38,RG,1.0,0.0,0.25,0.033417,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.033417,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00835425,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.01033816692394825,0.07814453612621904,0.0,,0.19121181470359533
population,39,RG,1.0,0.0,0.2,0.029045,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.029045,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.005809000000000001,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.0071884862987360194,0.06251562890097527,0.0,,0.18137201643996018
population,40,RG,1.0,0.0,0.2,0.024028,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.024028,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0048056,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.005946804916027855,0.06251562890097527,0.0,,0.18120891909957187
population,41,CG,0.4,0.9,0.7,0.11722,0.9997,0.7,1.1905,0.88,0.12,0.63,CG,op_hierarchical_nesting,0.4,0.6,0.055041,0.9997,0.7,0.7,0.11722,0.971,1.0,1.0,2.22,0.9,0.0,1.0,0.27999999999999997,0.39988,0.63,0.616,0.082054,0.71267816957831,0.08399999999999999,0.9,0.279999999972,0.399879999960012,0.629999999937,0.6249922953339209,0.10153968923334228,0.712678169471118,0.10499999998687498,0.9666666666344444,0.47759460256608904
population,42,RG,1.0,0.0,0.35,0.045297,0.9999,0.35,0.0,0.0,0.0,0.2875,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.35,0.35,0.045297,0.0,,,,,,,0.35,0.9999,0.0,0.0,0.01585395,0.1094023506989995,0.0,,0.349999999965,0.99989999990001,0.0,0.0,0.01961885046580236,0.10940235057670668,0.0,,0.21127445727250274
population,43,RG,1.0,0.0,0.25,0.031113,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.031113,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00777825,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.009625381916533558,0.07814453612621904,0.0,,0.19110998827396466
population,44,RG,0.7,0.0,0.2,0.041658,0.9997,0.2,0.0,0.0,0.0,0.19,RG,op_hierarchical_nesting,0.7,0.3,0.041257,0.9997,0.2,0.2,0.041658,0.7298,,,,,,,0.13999999999999999,0.69979,0.0,0.0,0.0083316,0.36259064774161165,0.0,,0.139999999986,0.699789999930021,0.0,0.0,0.010310138138500432,0.36259064762565646,0.0,,0.173241540811454
population,45,CH,0.9667,0.0,0.9074,0.121195,0.9999,0.9074,0.0,0.0,0.0,0.4202,CH,op_hierarchical_nesting,0.9667,0.0333,0.003589,0.9999,0.9074,0.9074,0.121195,0.2108,,,,,,,0.87718358,0.96660333,0.0,0.0,0.109972343,0.31695423864504213,0.0,,0.8771835799122816,0.9666033299033396,0.0,0.0,0.13608791201504525,0.3169542385279446,0.0,,0.32811843719408734
population,46,RG,1.0,0.0,0.2,0.029361,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.029361,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.005872200000000001,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.007266694653716243,0.06251562890097527,0.0,,0.18138318906210021
population,47,RG,1.0,0.0,0.2,0.026325,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.026325,0.0,,,,,,,0.2,1.0,0.0,0.0,0.005265000000000001,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.006515300458399921,0.06251562890097527,0.0,,0.18129013274848216
population,48,RG,0.9667,0.0,0.4,0.029352,0.9998,0.4,0.0,0.0,0.0,0.2933,RG,op_hierarchical_nesting,0.9667,0.0333,0.00739,0.9998,0.4,0.4,0.029352,0.2108,,,,,,,0.38668,0.9665066600000001,0.0,0.0,0.011740800000000001,0.15828957249833842,0.0,,0.386679999961332,0.9665066599033494,0.0,0.0,0.014528934401136142,0.1582895723772693,0.0,,0.21800073809186954
population,49,RG,1.0,0.0,0.15,0.023168,0.9998,0.15,0.0,0.0,0.0,0.2375,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9998,0.15,0.15,0.023168,0.0,,,,,,,0.15,0.9998,0.0,0.0,0.0034752,0.04688672179958919,0.0,,0.149999999985,0.99979999990002,0.0,0.0,0.004300469544735309,0.04688672167573151,0.0,,0.17156959872935526
population,50,CH,0.1333,0.0,0.8307,0.122445,0.9997,0.8307,0.0,0.0,0.0,0.2343,CH,op_hierarchical_nesting,0.1333,0.8667,0.036587,0.9997,0.8307,0.8307,0.122445,0.6396,,,,,,,0.11073231,0.13326001,0.0,0.0,0.1017150615,0.8739684921387887,0.0,,0.11073230998892677,0.133260009986674,0.0,0.0,0.1258697410858739,0.873968492035634,0.0,,0.17769007901387265
population,51,RG,1.0,0.0,0.3,0.041779,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.041779,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.012533699999999998,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.015510127512905427,0.09377344335146291,0.0,,0.20131193867633976
population,52,CH,0.4667,0.0,0.89,0.186998,0.9998,0.89,0.0,0.0,0.0,0.3158,CH,op_hierarchical_nesting,0.4667,0.5333,0.04317,0.9998,0.89,0.89,0.186998,0.9019,,,,,,,0.415363,0.46660666,0.0,0.0,0.16642822,0.8115778944971772,0.0,,0.41536299995846365,0.46660665995333933,0.0,0.0,0.20595059032415627,0.8115778943924608,0.0,,0.27135687780406
population,53,RG,1.0,0.0,0.3,0.02527,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.02527,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.007581,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.009381290175713161,0.09377344335146291,0.0,,0.2004363904853123
population,54,RG,1.0,0.0,0.35,0.040012,0.9999,0.35,0.0,0.0,0.0,0.2875,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.35,0.35,0.040012,0.0,,,,,,,0.35,0.9999,0.0,0.0,0.014004199999999998,0.1094023506989995,0.0,,0.349999999965,0.99989999990001,0.0,0.0,0.01732983298756394,0.10940235057670668,0.0,,0.21094745477561153
population,55,RG,0.9333,0.0,0.25,0.04761,0.9998,0.25,0.0,0.0,0.0,0.2492,RG,op_hierarchical_nesting,0.9333,0.0667,0.00693,0.9998,0.25,0.25,0.04761,0.3534,,,,,,,0.233325,0.93311334,0.0,0.0,0.0119025,0.14491122791386457,0.0,,0.2333249999766675,0.9331133399066887,0.0,0.0,0.014729033942280163,0.14491122779246057,0.0,,0.18943980023115672
population,56,RG,0.7333,0.0,0.3937,0.046536,0.9997,0.3937,0.0,0.0,0.0,0.2451,RG,op_hierarchical_nesting,0.7333,0.2667,0.029575,0.9997,0.3937,0.3937,0.046536,0.6644,,,,,,,0.28870020999999996,0.73308001,0.0,0.0,0.0183212232,0.3898474619417547,0.0,,0.28870020997112994,0.733080009926692,0.0,0.0,0.02267203683065665,0.3898474618264818,0.0,,0.20489995979356573
population,57,RG,1.0,0.0,0.3,0.037773,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.037773,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.0113319,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.014022931294309983,0.09377344335146291,0.0,,0.20109948207368328
population,58,RG,1.0,0.0,0.25,0.027388,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.027388,0.0,,,,,,,0.25,1.0,0.0,0.0,0.006847,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.008472984280847912,0.07814453612621904,0.0,,0.19094536004029528
population,59,RG,1.0,0.0,0.2,0.026874,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.026874,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0053748,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.006651175100438346,0.06251562890097527,0.0,,0.18130954341163052
population,60,RG,1.0,0.0,0.25,0.030218,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.030218,0.0,,,,,,,0.25,1.0,0.0,0.0,0.0075545,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.0093484971154762,0.07814453612621904,0.0,,0.19107043330238502
population,61,CH,0.9333,0.0,0.8602,0.123716,0.9999,0.8602,0.0,0.0,0.0,0.4017,CH,op_hierarchical_nesting,0.9333,0.0667,0.00693,0.9999,0.8602,0.8602,0.123716,0.3534,,,,,,,0.80282466,0.93320667,0.0,0.0,0.1064205032,0.3355838960570663,0.0,,0.8028246599197175,0.9332066699066793,0.0,0.0,0.1316926027126515,0.3355838959404351,0.0,,0.3147582612113548
population,62,RG,1.0,0.0,0.2,0.023322,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.023322,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0046644,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.005772073591293559,0.06251562890097527,0.0,,0.18118395748175267
population,63,CH,0.6,0.0,0.3684,0.115931,0.9998,0.3684,0.0,0.0,0.0,0.2121,CH,op_hierarchical_nesting,0.6,0.4,0.052525,0.9998,0.3684,0.3684,0.115931,0.8173,,,,,,,0.22104,0.59988,0.0,0.0,0.042708980400000006,0.5152538135139719,0.0,,0.22103999997789597,0.599879999940012,0.0,0.0,0.05285125158174991,0.5152538134018381,0.0,,0.19843215212878512
population,64,RG,1.0,0.0,0.2,0.034193,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.034193,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.0068386,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.00846258949948978,0.06251562890097527,0.0,,0.18155403118292499
population,65,CG,0.8667,0.74,0.45,0.067883,0.9999,0.45,0.408,0.6486,0.06,0.5771,CG,op_hierarchical_nesting,0.8667,0.1333,0.026501,0.9999,0.45,0.45,0.067883,0.5665,8.0,1.0,12.35,0.74,0.0,1.0,0.390015,0.8666133300000001,0.333,0.29186999999999996,0.03054735,0.6381595399302127,0.027,0.74,0.3900149999609985,0.8666133299133387,0.3329999999667,0.2961306838297264,0.03780155051432152,0.6381595398211554,0.033749999995781245,0.9133333333028889,0.43860042966311386
population,66,RG,1.0,0.0,0.15,0.017875,0.9999,0.15,0.0,0.0,0.0,0.2375,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.15,0.15,0.017875,0.0,,,,,,,0.15,0.9999,0.0,0.0,0.0026812499999999996,0.04688672179958919,0.0,,0.149999999985,0.99989999990001,0.0,0.0,0.0033179770852962555,0.04688672167573151,0.0,,0.1714435283780054
population,67,CH,0.8333,0.0,0.1025,0.106814,0.9999,0.1025,0.0,0.0,0.0,0.1923,CH,op_hierarchical_nesting,0.8333,0.1667,0.015469,0.9999,0.1025,0.1025,0.106814,0.65,,,,,,,0.08541325,0.8332166700000001,0.0,0.0,0.010948435,0.19879970002515635,0.0,,0.08541324999145868,0.8332166699166784,0.0,0.0,0.01354840333794145,0.19879969990510124,0.0,,0.16156828902159712
population,68,RG,1.0,0.0,0.25,0.032407,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.032407,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00810175,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.010025704746218719,0.07814453612621904,0.0,,0.19116717724963397
population,69,CH,0.8,0.0,0.1751,0.112798,0.9999,0.1751,0.0,0.0,0.0,0.2038,CH,op_hierarchical_nesting,0.8,0.2,0.025463,0.9999,0.1751,0.1751,0.112798,0.5714,,,,,,,0.14008,0.7999200000000001,0.0,0.0,0.0197509298,0.254813703519028,0.0,,0.14007999998599202,0.7999199999200081,0.0,0.0,0.024441261534618168,0.254813703400375,0.0,,0.17417928069157046
population,70,RG,0.8667,0.0,0.45,0.030847,0.9998,0.45,0.0,0.0,0.0,0.2858,RG,op_hierarchical_nesting,0.8667,0.1333,0.026501,0.9998,0.45,0.45,0.030847,0.5665,,,,,,,0.390015,0.86652666,0.0,0.0,0.01388115,0.2739434859622477,0.0,,0.3900149999609985,0.8665266599133473,0.0,0.0,0.017177561815407038,0.2739434858440736,0.0,,0.22109467250483233
population,71,RG,1.0,0.0,0.25,0.032699,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.032699,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00817475,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.010116040346116762,0.07814453612621904,0.0,,0.1911800823353337
population,72,RG,1.0,0.0,0.2,0.023854,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.023854,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0047708,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.005903740821829885,0.06251562890097527,0.0,,0.181202767086115
population,73,RG,1.0,0.0,0.2,0.028219,0.9999,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.2,0.2,0.028219,0.0,,,,,,,0.2,0.9999,0.0,0.0,0.005643800000000001,0.06251562902444174,0.0,,0.19999999998,0.99989999990001,0.0,0.0,0.006984055598692778,0.06251562890097527,0.0,,0.18134281205423972
population,74,CG,0.3667,0.95,0.7,0.097537,0.9997,0.7,1.1183,0.939,0.1,0.6417,CG,op_hierarchical_nesting,0.3667,0.6333,0.053258,0.9997,0.7,0.7,0.097537,0.9481,2.0,1.0,1.16,0.95,1.0,2.0,0.25669000000000003,0.36658999000000003,0.6649999999999999,0.6572999999999999,0.0682759,0.6564141035688404,0.06999999999999999,0.0,0.256689999974331,0.366589989963341,0.6649999999334999,0.6668951878619905,0.08448964911066802,0.65641410346024,0.08749999998906248,0.6666666666444444,0.43128069961719717
population,75,RG,1.0,0.0,0.2,0.026298,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.026298,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0052596,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.006508618098955407,0.06251562890097527,0.0,,0.1812891781257044
population,76,RG,1.0,0.0,0.3,0.040181,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.040181,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.0120543,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.014916882491109243,0.09377344335146291,0.0,,0.20122718938751175
population,77,CG,0.5333,1.0,0.7,0.089358,0.9996,0.7,1.2064,0.906,0.14,0.6886,CG,op_hierarchical_nesting,0.5333,0.4667,0.05708,0.9996,0.7,0.7,0.089358,0.9968,1.0,1.0,9.4,1.0,0.0,1.0,0.37331,0.53308668,0.7,0.6342,0.0625506,0.8060765191540291,0.098,1.0,0.37330999996266895,0.5330866799466913,0.69999999993,0.6434579767869686,0.07740473938332194,0.806076519049175,0.1224999999846875,0.9999999999666667,0.5319794893762725
