domain,sys_idx,process_regime,transition_continuity,transition_curvature,transition_smoothness,transition_reversibility,transition_branching,transition_fragmentation
population,151,RG,0.0,0.2285,0.9999,0.3,0.058,0.25
population,152,RG,0.0,0.3148,1.0,0.15,0.1924,0.25
population,153,CG,0.0519,0.273,0.9999,0.45,0.1033,0.5
population,154,RG,0.0,0.1073,1.0,0.2,0.1613,0.25
population,155,CL,0.4878,0.8516,0.9997,0.0053,0.025,0.75
population,156,CH,0.0,0.4595,0.9998,0.6352,0.0322,0.25
population,157,RG,0.0,0.636,0.9999,0.2,0.1253,0.25
population,158,RG,0.6466,0.4074,0.9999,0.35,0.1232,0.5
population,159,RG,0.0,0.2027,0.9999,0.3,0.0711,0.25
population,160,CG,0.4114,0.1067,0.9997,0.5928,0.015,1.0
population,161,CL,0.1556,0.8183,0.9994,0.0099,0.0119,0.75
population,162,CH,0.0,0.4343,0.9999,0.6474,0.0573,0.25
population,163,RG,0.0,0.439,1.0,0.2,0.1983,0.25
population,164,RG,0.0,0.1984,0.9999,0.3,0.0684,0.25
population,165,CH,0.0,0.1227,0.9998,0.9897,0.0332,0.25
population,166,CL,0.4265,0.8719,0.9996,0.0,0.0094,1.0
population,167,CH,0.0,0.431,0.9998,0.735,0.0691,0.25
population,168,CL,0.2227,0.7293,0.9993,0.2177,0.0082,1.0
population,169,RG,0.0,0.6678,1.0,0.25,0.1424,0.25
population,170,CG,0.35,1.1339,0.9998,0.45,0.1004,0.5
population,171,RG,0.0,0.7608,0.9999,0.1,0.0389,0.25
population,172,RG,0.0,0.411,1.0,0.25,0.1584,0.25
population,173,RG,0.1634,0.1177,0.9999,0.35,0.08,0.5
population,174,CH,0.0,0.4953,0.9998,0.2583,0.0297,0.5
population,175,RG,0.0,0.4536,0.9999,0.15,0.1386,0.25
population,176,CG,0.0032,0.656,0.9999,0.35,0.2548,0.5
population,177,RG,0.4335,0.5396,0.9999,0.25,0.1155,0.5
population,178,RG,0.0,0.2807,0.9999,0.35,0.1576,0.25
population,179,RG,0.0,0.2775,1.0,0.1,0.2356,0.25
population,180,RG,0.0,0.7114,1.0,0.2,0.1876,0.25
population,181,CG,0.1187,0.2182,0.9999,0.45,0.2146,0.5
population,182,RG,0.2781,0.2565,0.9999,0.3,0.1268,0.5
population,183,CL,0.35,0.6953,0.9998,0.2742,0.0256,0.5
population,184,RG,0.4625,0.1068,0.9998,0.5441,0.0178,0.75
population,185,CH,0.0,0.1094,0.9998,0.7953,0.0588,0.25
population,186,RG,0.0,0.7231,1.0,0.3,0.1336,0.25
population,187,CH,0.7892,0.6073,0.9996,0.352,0.0426,0.5
population,188,CL,0.5607,0.7481,0.9997,0.2518,0.0145,1.0
population,189,RG,0.0,0.2047,1.0,0.25,0.1438,0.25
population,190,CG,0.2162,1.2854,0.9998,0.5,0.1887,0.5
population,191,CL,0.279,0.8788,0.9995,0.1314,0.0075,1.0
population,192,RG,0.0,0.7072,1.0,0.25,0.1847,0.25
population,193,CG,0.0129,0.3266,0.9998,0.5,0.0603,0.5
population,194,CH,0.1634,1.0854,0.9995,0.6551,0.026,0.5
population,195,RG,0.0,0.526,1.0,0.25,0.1516,0.25
population,196,CG,0.1187,0.9318,0.9999,0.3,0.1901,0.5
population,197,CG,0.1634,0.7354,0.9999,0.4,0.2396,0.5
population,198,CL,0.4878,1.3359,0.9997,0.0064,0.0263,0.75
population,199,RG,0.7892,0.4111,1.0,0.25,0.2033,0.5
population,200,RG,0.0,0.6584,1.0,0.2,0.2613,0.25
population,201,CL,0.5743,1.4194,0.9998,0.0114,0.0261,0.75
population,202,CH,0.6466,0.4734,0.9997,0.8431,0.0926,0.5
population,203,CL,0.5482,0.7618,0.9997,0.0,0.0141,1.0
population,204,CH,0.0,0.3505,0.9998,0.621,0.0258,0.25
population,205,RG,0.0,0.3942,0.9999,0.15,0.1436,0.25
population,206,CG,0.35,0.8076,0.9999,0.45,0.2254,0.5
population,207,RG,0.0,0.3289,1.0,0.15,0.4651,0.25
population,208,CG,0.1634,2.0556,0.9996,0.4,0.3808,0.5
population,209,CG,0.1187,0.2757,1.0,0.45,0.1035,0.5
population,210,RG,0.0,0.2763,0.9999,0.3,0.2219,0.25
population,211,CG,0.1634,0.1258,0.9999,0.5,0.0906,0.5
population,212,RG,0.0,0.1174,1.0,0.2,0.1724,0.25
population,213,CG,0.0817,0.1341,0.9999,0.45,0.1055,0.5
population,214,CG,0.2781,1.5148,0.9998,0.5,0.1627,0.5
population,215,RG,0.1187,0.2253,0.9998,0.55,0.0349,0.5
population,216,CG,0.1187,1.9978,0.9998,0.4,0.0772,0.5
population,217,CG,0.029,1.3841,0.9998,0.4,0.1381,0.5
population,218,RG,0.0,0.2076,1.0,0.25,0.4346,0.25
population,219,RG,0.7892,0.1424,1.0,0.3,0.1403,0.5
population,220,RG,0.0,0.6393,1.0,0.25,0.2302,0.25
population,221,CG,0.029,0.2884,0.9998,0.45,0.144,0.5
population,222,CG,0.7892,1.3932,0.9997,0.65,0.1923,0.5
population,223,RG,0.1634,0.6578,0.9999,0.3,0.0226,0.5
population,224,RG,0.0032,0.4302,0.9998,0.5,0.0438,0.5
population,225,CG,0.0,0.1517,0.9997,0.7,0.0471,0.25
population,226,RG,0.7892,0.1616,1.0,0.25,0.175,0.5
population,227,CG,0.2781,0.4636,0.9999,0.25,0.3192,0.5
population,228,RG,0.0,0.8565,0.9999,0.35,0.1474,0.25
population,229,RG,0.0,0.9492,1.0,0.2,0.1626,0.25
population,230,CG,0.0032,1.5418,0.9999,0.3498,0.3028,0.5
population,231,CG,0.35,0.822,0.9999,0.45,0.201,0.5
population,232,RG,0.0,0.1325,1.0,0.3,0.1518,0.25
population,233,RG,0.0,0.4766,1.0,0.2,0.1433,0.25
population,234,RG,0.0,0.3595,1.0,0.25,0.1696,0.25
population,235,RG,0.0,0.3215,1.0,0.15,0.1999,0.25
population,236,RG,0.0,0.4381,1.0,0.3,0.2807,0.25
population,237,RG,0.0,0.6892,1.0,0.25,0.2959,0.25
population,238,CG,0.2162,1.3309,0.9998,0.5,0.1233,0.5
population,239,RG,0.0519,1.1109,0.9998,0.2815,0.0177,0.5
population,240,CG,0.7892,1.2384,0.9994,0.9,0.1033,0.5
population,241,CG,0.6466,0.635,0.9998,0.6,0.1198,0.5
population,242,RG,0.0,0.3298,0.9999,0.2,0.0428,0.25
population,243,CG,0.1268,0.1108,0.9993,0.5975,0.0065,1.0
population,244,RG,0.0032,0.2985,0.9999,0.35,0.1244,0.5
population,245,RG,0.0,1.3124,1.0,0.2,0.1951,0.25
population,246,RG,0.7892,0.4281,0.9999,0.3,0.2886,0.5
population,247,CG,0.1634,1.8554,0.9998,0.4,0.1464,0.5
population,248,RG,0.0,0.1796,1.0,0.2,0.1586,0.25
population,249,CH,0.0,0.4298,0.9997,0.346,0.0348,0.25
population,250,RG,0.0,0.2848,0.9999,0.15,0.0713,0.25
population,251,CH,0.0,0.1109,0.9996,0.2565,0.2146,0.25
population,252,RG,0.0,0.1849,1.0,0.15,0.2791,0.25
population,253,CG,0.0817,1.4821,0.9998,0.45,0.0851,0.5
population,254,CH,0.7892,0.3321,0.9996,0.0363,0.0371,0.5
population,255,RG,0.4335,0.2683,0.9999,0.4,0.1199,0.5
population,256,RG,0.0,0.7523,1.0,0.25,0.182,0.25
population,257,CH,0.1654,0.1741,0.9992,0.6887,0.0049,1.0
population,258,CH,0.0,0.1117,0.9998,0.9143,0.0516,0.25
population,259,RG,0.0,0.4867,1.0,0.25,0.1495,0.25
population,260,RG,0.0,0.5125,1.0,0.25,0.2587,0.25
population,261,CG,0.7892,3.6719,0.9997,0.65,0.1065,0.5
population,262,CG,0.4931,0.6555,0.9996,0.6491,0.0195,1.0
population,263,CH,0.0,0.5212,0.9998,0.9701,0.0725,0.25
population,264,CG,0.4335,0.7048,0.9998,0.45,0.0879,0.5
population,265,CH,0.0,0.1105,0.9997,0.5089,0.0987,0.25
population,266,CG,0.283,0.8888,0.9994,0.676,0.4045,0.75
population,267,CH,0.0,0.518,0.9998,0.2242,0.0584,0.25
population,268,RG,0.2781,0.4903,0.9999,0.35,0.194,0.5
population,269,RG,0.0,0.1823,0.9999,0.45,0.0972,0.5
population,270,RG,0.0817,0.3006,0.9999,0.35,0.1076,0.5
population,271,RG,0.0,0.1399,0.9999,0.3,0.2778,0.25
population,272,RG,0.0,0.7269,1.0,0.25,0.2325,0.25
population,273,CL,0.2781,0.7441,0.9998,0.1295,0.0397,0.5
population,274,RG,0.531,0.6371,0.9999,0.1,0.075,0.5
population,275,CG,0.7892,0.3563,0.9998,0.65,0.0904,0.5
population,276,CG,0.029,0.2834,0.9999,0.4,0.1205,0.5
population,277,RG,0.7892,0.629,0.9999,0.3,0.1914,0.5
population,278,CG,0.6167,0.1413,0.9995,0.7987,0.0183,1.0
population,279,CG,0.0032,0.3231,0.9999,0.4,0.106,0.5
population,280,CG,0.0129,0.2891,0.9999,0.4,0.1307,0.5
population,281,RG,0.0,0.2784,0.9999,0.35,0.0375,0.25
population,282,RG,0.0,0.438,1.0,0.15,0.2539,0.25
population,283,RG,0.0,0.5261,1.0,0.25,0.1538,0.25
population,284,CG,0.3487,0.8088,0.9991,0.9987,0.017,0.75
population,285,CG,0.283,0.3957,0.9993,0.9366,0.0158,0.75
population,286,RG,0.029,0.1196,0.9999,0.3,0.0953,0.5
population,287,RG,0.0,0.3076,0.9999,0.1,0.1355,0.25
population,288,RG,0.6466,0.3133,0.9999,0.4,0.1758,0.5
population,289,RG,0.0,0.216,0.9999,0.3,0.2066,0.25
population,290,CG,0.2162,1.6611,0.9998,0.5,0.1529,0.5
population,291,CL,0.4931,5.2176,0.9997,0.0,0.0123,1.0
population,292,CH,0.0,0.5159,0.9998,0.6681,0.0378,0.25
population,293,CH,0.0,0.5444,0.9999,0.8276,0.5244,0.25
population,294,RG,0.0,0.3055,1.0,0.25,0.04,0.25
population,295,RG,0.1187,0.2886,0.9999,0.3,0.1772,0.5
population,296,RG,0.4335,0.1305,0.9999,0.3,0.1421,0.5
population,297,RG,0.531,0.1988,0.9999,0.35,0.1391,0.5
population,298,CH,0.2781,0.7708,0.9999,0.2197,0.0268,0.5
population,299,CG,0.531,2.3269,0.9998,0.5498,0.0574,0.5
population,300,CG,0.531,1.768,0.9998,0.6,0.1143,0.5
population,301,CG,0.0129,0.4645,0.9999,0.45,0.1089,0.5
population,302,RG,0.0129,0.5479,0.9999,0.4,0.1264,0.5
population,303,RG,0.0129,1.3951,0.9999,0.3489,0.1762,0.5
population,304,RG,0.6466,0.2729,0.9999,0.4,0.0384,0.5
population,305,CG,0.7892,0.1919,0.9997,0.7,0.1278,0.5
population,306,RG,0.0,0.1129,1.0,0.25,0.1333,0.25
population,307,CG,0.1634,0.2792,0.9998,0.5,0.1607,0.5
population,308,CH,0.0,0.1125,0.9997,0.5701,0.0752,0.25
population,309,CG,0.0817,0.3255,0.9999,0.45,0.1394,0.5
population,310,RG,0.0,0.1559,1.0,0.15,0.2563,0.25
population,311,RG,0.531,3.2219,0.9999,0.2,0.1846,0.5
population,312,RG,0.0,0.543,0.9999,0.15,0.0369,0.25
population,313,RG,0.029,0.148,0.9999,0.45,0.1023,0.5
population,314,RG,0.531,0.4263,0.9999,0.25,0.2091,0.5
population,315,RG,0.0,0.6868,1.0,0.25,0.1546,0.25
population,316,RG,0.0,0.1252,1.0,0.25,0.1707,0.25
population,317,RG,0.0,0.225,1.0,0.25,0.1506,0.25
population,318,CG,0.6462,0.1457,0.9995,0.8499,0.0362,0.75
population,319,RG,0.0032,0.1443,0.9998,0.45,0.0269,0.5
population,320,RG,0.0,0.2129,0.9999,0.1,0.1965,0.25
population,321,RG,0.0,0.3208,1.0,0.2,0.1637,0.25
population,322,CG,0.7892,0.3463,0.9996,0.75,0.0853,0.5
population,323,RG,0.0,0.5393,1.0,0.15,0.1961,0.25
population,324,RG,0.35,0.353,0.9999,0.3,0.1109,0.5
population,325,RG,0.0,0.7032,1.0,0.15,0.282,0.25
population,326,RG,0.0,0.3012,1.0,0.25,0.1427,0.25
population,327,RG,0.531,0.6362,0.9999,0.15,0.1285,0.5
population,328,CH,0.0,0.5107,0.9998,0.959,0.0404,0.25
population,329,CG,0.1187,0.6079,0.9998,0.45,0.136,0.5
population,330,CG,0.531,0.4301,0.9996,0.65,0.0289,0.5
population,331,CG,0.2781,2.5932,0.9998,0.5,0.1101,0.5
population,332,CG,0.0,0.7827,0.9998,0.3999,0.0331,0.5
population,333,RG,0.0,0.2605,0.9999,0.15,0.0512,0.25
population,334,CG,0.35,0.8401,0.9998,0.4996,0.1617,0.5
population,335,RG,0.0,0.4906,0.9999,0.25,0.1141,0.25
population,336,CG,0.35,0.3427,0.9998,0.55,0.0721,0.5
population,337,RG,0.6466,0.903,0.9998,0.1,0.0927,0.5
population,338,RG,0.0,0.3181,0.9999,0.35,0.1257,0.25
population,339,CG,0.6167,0.6327,0.9995,0.7966,0.3516,1.0
population,340,RG,0.0,0.2222,0.9999,0.2,0.1362,0.25
population,341,RG,0.0,0.3712,1.0,0.3,0.4734,0.25
population,342,RG,0.1187,0.9757,0.9999,0.4,0.1596,0.5
population,343,CL,0.4265,1.2972,0.9996,0.1914,0.0114,1.0
population,344,CH,0.3356,0.504,0.9994,0.7598,0.0065,0.75
population,345,RG,0.0817,0.426,0.9999,0.3,0.0747,0.5
population,346,CH,0.322,1.0919,0.9994,0.2859,0.2313,0.75
population,347,RG,0.0,0.8502,0.9999,0.3,0.0954,0.25
population,348,RG,0.0,0.2203,1.0,0.25,0.2072,0.25
population,349,CG,0.0519,0.6243,0.9999,0.3,0.1185,0.5
population,350,CL,0.35,1.1075,0.9999,0.1089,0.0282,0.5
population,351,RG,0.0,0.4212,1.0,0.2,0.1971,0.25
population,352,RG,0.0,0.1995,1.0,0.25,0.1553,0.25
population,353,CH,0.7892,0.1137,0.9995,0.0264,0.1566,0.5
population,354,RG,0.0,0.2329,0.9999,0.15,0.0562,0.25
population,355,RG,0.0,0.3781,1.0,0.25,0.2484,0.25
population,356,CH,0.0,0.2194,0.9998,0.4724,0.1477,0.25
population,357,RG,0.6466,0.7215,0.9999,0.15,0.08,0.5
population,358,RG,0.7892,0.6364,0.9999,0.35,0.1317,0.5
population,359,RG,0.7892,0.7252,1.0,0.3,0.2107,0.5
population,360,RG,0.0817,0.6859,0.9999,0.4,0.0357,0.5
population,361,CG,0.029,0.6901,0.9999,0.4,0.0964,0.5
population,362,CL,0.35,0.5874,0.9994,0.0,0.0486,0.5
population,363,RG,0.0129,0.354,0.9999,0.4,0.1128,0.5
population,364,CH,0.3487,0.5989,0.9992,0.541,0.1722,0.75
population,365,CH,0.0,0.1122,0.9998,0.4667,0.4952,0.25
population,366,RG,0.0,0.543,1.0,0.25,0.2664,0.25
population,367,CG,0.531,0.6736,0.9995,0.75,0.3078,0.5
population,368,CG,0.2162,0.2128,0.9999,0.55,0.0918,0.5
population,369,CH,0.0,0.4352,0.9998,0.9954,0.0541,0.25
population,370,RG,0.0,0.3786,1.0,0.25,0.1359,0.25
population,371,RG,0.0,0.6854,1.0,0.25,0.2252,0.25
population,372,RG,0.0,0.1826,1.0,0.2,0.178,0.25
population,373,CG,0.0,1.2394,0.9996,1.0,0.112,0.25
population,374,RG,0.0,0.7377,1.0,0.25,0.1818,0.25
population,375,CG,0.0817,0.1934,0.9998,0.5,0.1277,0.5
population,376,RG,0.0,0.5203,1.0,0.25,0.2933,0.25
population,377,RG,0.0,0.2199,1.0,0.3,0.1421,0.25
population,378,RG,0.0,0.8689,1.0,0.3,0.3999,0.25
population,379,RG,0.0,0.6192,1.0,0.25,0.1989,0.25
population,380,RG,0.0,0.2289,1.0,0.25,0.2068,0.25
population,381,CG,0.1187,1.6056,0.9998,0.5,0.1518,0.5
population,382,CL,0.4931,0.5772,0.9996,0.1404,0.0117,1.0
population,383,CL,0.5607,1.0832,0.9997,0.0,0.0142,1.0
population,384,RG,0.0,2.3144,0.9999,0.15,0.2562,0.25
population,385,RG,0.0817,0.1197,0.9999,0.3,0.0674,0.5
population,386,RG,0.7892,0.3096,0.9999,0.25,0.1266,0.5
population,387,RG,0.6466,0.2494,0.9999,0.4,0.1701,0.5
population,388,RG,0.531,0.1953,0.9999,0.4,0.0372,0.5
population,389,CG,0.4335,1.0211,0.9997,0.35,0.2518,0.5
population,390,RG,0.0,0.3739,1.0,0.3,0.1391,0.25
population,391,RG,0.6466,0.8404,0.9999,0.15,0.0869,0.5
population,392,RG,0.7892,0.1831,1.0,0.3,0.2487,0.5
population,393,RG,0.0,0.5447,1.0,0.25,0.1319,0.25
population,394,CH,0.0,0.3235,0.9998,0.2983,0.0314,0.25
population,395,CH,0.0,0.2052,0.9998,0.7874,0.0359,0.25
population,396,CG,0.0817,1.6544,0.9998,0.45,0.1401,0.5
population,397,CG,0.0129,0.2161,0.9998,0.45,0.1387,0.5
population,398,CH,0.0,0.3471,0.9997,0.2082,0.7858,0.25
population,399,CH,0.0,0.4887,0.9998,0.5943,0.0466,0.25
population,400,RG,0.0,0.4027,0.9999,0.3,0.0518,0.25
population,401,CG,0.0519,1.6921,0.9999,0.35,0.1103,0.5
population,402,CG,0.0,0.2623,1.0,0.35,0.3387,0.25
population,403,RG,0.531,0.322,0.9999,0.25,0.0999,0.5
population,404,CH,0.7892,0.1694,0.9995,0.2548,0.058,0.5
population,405,CG,0.0,0.5251,0.9996,0.85,0.039,0.25
population,406,CG,0.1187,0.1861,0.9998,0.4996,0.0231,0.5
population,407,CG,0.2781,0.7635,0.9999,0.4,0.1128,0.5
population,408,RG,0.0,0.701,1.0,0.25,0.2303,0.25
population,409,CH,0.0,0.4146,0.9998,0.2389,0.7702,0.25
population,410,RG,0.0,0.3926,1.0,0.25,0.1203,0.25
population,411,CG,0.2781,0.1423,0.9999,0.3,0.2196,0.5
population,412,CG,0.0129,0.3837,0.9998,0.5,0.1216,0.5
population,413,RG,0.0,0.965,1.0,0.25,0.0448,0.25
population,414,RG,0.0,0.2541,0.9999,0.3,0.046,0.25
population,415,CG,0.4335,0.7629,0.9998,0.45,0.0935,0.5
population,416,RG,0.0,0.239,0.9999,0.2,0.3732,0.25
population,417,CL,0.4878,0.9345,0.9997,0.0109,0.0263,0.75
population,418,RG,0.0,0.2864,0.9999,0.3,0.2741,0.25
population,419,CG,0.2781,1.1604,0.9999,0.25,0.1828,0.5
population,420,RG,0.0032,0.3812,0.9999,0.45,0.1238,0.5
population,421,RG,0.531,4.2878,0.9999,0.25,0.0439,0.5
population,422,RG,0.0,0.6157,1.0,0.25,0.1337,0.25
population,423,RG,0.0,0.6059,1.0,0.2,0.2262,0.25
population,424,RG,0.1187,0.6237,0.9998,0.45,0.0283,0.5
population,425,RG,0.7892,0.7765,1.0,0.3,0.1671,0.5
population,426,RG,0.0,0.3198,1.0,0.25,0.0655,0.25
population,427,RG,0.0,0.771,1.0,0.2,0.1795,0.25
population,428,CL,0.1233,0.1227,0.9993,0.4681,0.0035,1.0
population,429,CH,0.2628,1.051,0.9988,0.4465,0.0698,1.0
population,430,RG,0.0,0.4452,0.9999,0.35,0.0574,0.25
population,431,RG,0.6466,0.4362,1.0,0.35,0.2295,0.5
population,432,CG,0.531,1.4182,0.9998,0.6,0.125,0.5
population,433,CH,0.7892,0.3251,0.9996,0.1058,0.0922,0.5
population,434,CH,0.0,0.5516,0.9997,0.5346,0.0357,0.25
population,435,RG,0.0,0.3169,1.0,0.25,0.2016,0.25
population,436,CG,0.0,0.6808,0.9997,0.75,0.1135,0.25
population,437,CH,0.3487,0.6929,0.9994,0.5151,0.3073,0.75
population,438,RG,0.0,0.7391,1.0,0.25,0.203,0.25
population,439,CH,0.0,0.5172,0.9999,0.6922,0.1517,0.25
population,440,CG,0.0032,0.7417,0.9999,0.4,0.0913,0.5
population,441,RG,0.0,0.1133,1.0,0.25,0.1866,0.25
population,442,CH,0.0,0.5639,0.9997,0.608,0.0289,0.25
population,443,RG,0.0,0.2454,0.9999,0.35,0.1257,0.25
population,444,RG,0.531,1.7268,0.9999,0.2,0.1037,0.5
population,445,RG,0.0,0.1465,1.0,0.2,0.3634,0.25
population,446,CG,0.6466,0.1721,0.9996,0.7,0.0778,0.5
population,447,CH,0.2781,0.7385,0.9996,0.9806,0.0194,0.5
population,448,CG,0.0,0.1703,1.0,0.3,0.3763,0.25
population,449,RG,0.0,0.3722,1.0,0.15,0.226,0.25
population,450,RG,0.0,0.8417,0.9999,0.1,0.0346,0.25
population,451,RG,0.283,0.119,0.9997,0.45,0.0118,0.75
population,452,CH,0.0,0.1743,0.9998,0.9216,0.034,0.25
population,453,RG,0.0,0.2686,0.9999,0.35,0.0416,0.25
population,454,RG,0.7892,0.3356,1.0,0.3,0.2099,0.5
population,455,RG,0.0,0.3788,1.0,0.15,0.1332,0.25
population,456,RG,0.0,0.3648,1.0,0.3,0.1744,0.25
population,457,RG,0.0,0.1985,0.9999,0.35,0.0399,0.25
population,458,RG,0.7892,0.1418,1.0,0.3,0.1298,0.5
population,459,RG,0.2781,0.7358,0.9999,0.3,0.1072,0.5
population,460,RG,0.35,0.7732,0.9999,0.25,0.1292,0.5
population,461,CH,0.4473,0.7409,0.9995,0.2769,0.2223,1.0
population,462,CG,0.0129,0.6902,0.9999,0.35,0.0829,0.5
population,463,RG,0.0,0.1104,1.0,0.2,0.1458,0.25
population,464,CG,0.2781,0.5786,0.9997,0.35,0.2736,0.5
population,465,RG,0.0,0.1902,1.0,0.2,0.0687,0.25
population,466,CH,0.0,0.1111,0.9999,0.7072,0.1134,0.25
population,467,RG,0.0,0.133,1.0,0.15,0.3656,0.25
population,468,RG,0.029,0.1308,0.9999,0.35,0.102,0.5
population,469,CG,0.7892,0.3086,0.9997,0.7,0.1413,0.5
population,470,RG,0.0,0.3748,1.0,0.2,0.2521,0.25
population,471,RG,0.0,0.6546,0.9998,0.45,0.0549,0.5
population,472,RG,0.0,0.2418,1.0,0.25,0.1645,0.25
population,473,CG,0.7892,0.3029,0.9996,0.9,0.0425,0.5
population,474,CH,0.0,0.4127,0.9998,0.9888,0.041,0.25
population,475,CG,0.0519,0.6419,0.9999,0.35,0.1084,0.5
population,476,RG,0.0,0.465,1.0,0.3,0.1427,0.25
population,477,RG,0.0,0.207,0.9999,0.3,0.0638,0.25
population,478,RG,0.0,0.5048,1.0,0.15,0.209,0.25
population,479,CG,0.7892,1.3173,0.9995,0.8,0.1139,0.5
population,480,RG,0.0,0.7098,0.9999,0.35,0.1647,0.25
population,481,CG,0.531,0.7088,0.9998,0.45,0.2987,0.5
population,482,CG,0.6466,0.8648,0.9997,0.65,0.1191,0.5
population,483,RG,0.0,0.1238,0.9999,0.35,0.108,0.25
population,484,RG,0.0,0.205,1.0,0.25,0.0733,0.25
population,485,CL,0.5743,1.5614,0.9998,0.0002,0.0217,0.75
population,486,CH,0.0,0.6322,0.9997,0.3607,0.0342,0.25
population,487,CH,0.0981,0.6563,0.9989,0.9118,0.0086,0.75
population,488,RG,0.0,0.4228,1.0,0.15,0.1976,0.25
population,489,RG,0.0,0.5191,1.0,0.25,0.1584,0.25
population,490,RG,0.0,0.7857,1.0,0.25,0.203,0.25
population,491,RG,0.0,0.3565,1.0,0.25,0.2154,0.25
population,492,RG,0.0,0.4182,1.0,0.25,0.2141,0.25
population,493,RG,0.0,0.1028,1.0,0.25,0.1342,0.25
population,494,RG,0.0,0.1342,0.9999,0.35,0.1167,0.25
population,495,CH,0.0,0.2481,0.9998,0.8466,0.0822,0.25
population,496,CG,0.2162,0.6489,0.9997,0.55,0.237,0.5
population,497,RG,0.0,0.3541,1.0,0.2,0.1676,0.25
population,498,RG,0.0,0.8641,1.0,0.25,0.204,0.25
population,499,CH,0.0,0.2054,0.9998,0.8478,0.0473,0.25
replicator,0,RG,0.0,0.0753,1.0,0.024,0.0728,0.25
replicator,1,RG,0.0,0.0238,1.0,0.044,0.4983,0.25
replicator,2,RG,0.0,0.073,1.0,0.026,0.1262,0.25
replicator,3,RG,0.531,0.222,1.0,0.0199,0.1505,0.5
replicator,4,RG,0.0,0.0483,1.0,0.036,0.4884,0.25
replicator,5,RG,0.0,0.0486,1.0,0.028,0.0947,0.25
replicator,6,RG,0.0,0.117,1.0,0.018,0.279,0.25
replicator,7,RG,0.0,0.0039,1.0,0.016,0.048,0.25
replicator,8,RG,0.0,0.0115,1.0,0.038,0.0659,0.25
replicator,9,RG,0.0,0.1554,1.0,0.024,0.1364,0.25
replicator,10,RG,0.35,0.001,1.0,0.0236,0.0516,0.5
replicator,11,CL,0.0817,0.0189,0.9999,0.0,0.0668,0.5
replicator,12,RG,0.0,0.2905,1.0,0.012,0.0897,0.25
replicator,13,RG,0.0,0.0399,1.0,0.014,0.0745,0.25
replicator,14,RG,0.0,0.003,1.0,0.01,0.0592,0.25
replicator,15,RG,0.7892,0.0102,1.0,0.032,0.061,0.5
replicator,16,RG,0.0,0.0366,1.0,0.012,0.1216,0.25
replicator,17,RG,0.0,0.0033,1.0,0.016,0.0266,0.25
replicator,18,RG,0.0,0.0128,1.0,0.002,0.1022,0.25
replicator,19,RG,0.0,0.0888,1.0,0.004,0.2781,0.25
replicator,20,RG,0.0,0.0343,1.0,0.026,0.1448,0.25
replicator,21,RG,0.0,0.2712,1.0,0.028,0.4901,0.25
replicator,22,RG,0.0,0.1143,1.0,0.02,0.0964,0.25
replicator,23,RG,0.0,0.1004,1.0,0.02,0.1151,0.25
replicator,24,RG,0.0,0.0033,1.0,0.016,0.0884,0.25
replicator,25,RG,0.0,0.0658,1.0,0.01,0.1162,0.25
replicator,26,RG,0.0,0.0563,1.0,0.014,0.1296,0.25
replicator,27,RG,0.0,0.0181,1.0,0.026,0.187,0.25
replicator,28,RG,0.0,0.0559,1.0,0.006,0.2394,0.25
replicator,29,RG,0.0,0.0396,1.0,0.022,0.1212,0.25
replicator,30,RG,0.0,0.1335,1.0,0.02,0.4909,0.25
replicator,31,RG,0.0,0.0022,1.0,0.02,0.0468,0.25
replicator,32,RG,0.0,0.0343,1.0,0.04,0.1317,0.25
replicator,33,RG,0.0,0.0055,1.0,0.012,0.0704,0.25
replicator,34,RG,0.0,0.2166,1.0,0.016,0.1109,0.25
replicator,35,RG,0.0,0.0084,1.0,0.02,0.0519,0.25
replicator,36,CL,0.35,0.0015,1.0,0.024,0.0332,0.5
replicator,37,CL,0.1634,0.0039,0.9999,0.0073,0.0102,0.5
replicator,38,RG,0.0,0.0474,1.0,0.004,0.3833,0.25
replicator,39,RG,0.0,0.1039,1.0,0.024,0.1174,0.25
replicator,40,RG,0.2162,0.0025,1.0,0.01,0.0153,0.5
replicator,41,RG,0.7892,0.0193,1.0,0.0138,0.0236,0.5
replicator,42,RG,0.0,0.0435,1.0,0.024,0.1533,0.25
replicator,43,RG,0.0,0.6555,1.0,0.022,0.0791,0.25
replicator,44,RG,0.0,0.0564,1.0,0.01,0.146,0.25
replicator,45,RG,0.0,0.0128,1.0,0.012,0.0926,0.25
replicator,46,RG,0.0,0.0803,1.0,0.02,0.1425,0.25
replicator,47,RG,0.0,0.0554,1.0,0.014,0.2058,0.25
replicator,48,CL,0.0817,0.0035,0.9998,0.0,0.0184,0.5
replicator,49,RG,0.0,0.0431,1.0,0.016,0.1341,0.25
replicator,50,RG,0.0,0.0618,1.0,0.03,0.068,0.25
replicator,51,RG,0.0,0.0623,1.0,0.014,0.4998,0.25
replicator,52,RG,0.0,0.2236,1.0,0.014,0.0545,0.25
replicator,53,RG,0.35,0.0301,1.0,0.0293,0.0483,0.5
replicator,54,RG,0.4335,0.0393,1.0,0.0299,0.0353,0.5
replicator,55,RG,0.0,0.1185,1.0,0.018,0.106,0.25
replicator,56,RG,0.7892,0.0085,1.0,0.01,0.0718,0.5
