depth,sector,condition,rg_similarity,propagation_coherence,locality_constraint_stability,conservation_transport_alignment,proto_field_persistence,recursive_interaction_boundedness,constrained_relation_gain,classification
6144,A-N,RecursivePropagationPersistence,0.9259,0.9298,0.8961,0.8582,0.8724,0.8413,0.8883,PROTO-PHYSICAL-STABLE
8192,A-N,RecursivePropagationPersistence,0.9322,0.9004,0.8897,0.8542,0.8677,0.8645,0.9001,PROTO-PHYSICAL-STABLE
12288,A-N,RecursivePropagationPersistence,0.9142,0.9211,0.8737,0.8681,0.8769,0.851,0.8657,PROTO-PHYSICAL-STABLE
16384,A-N,RecursivePropagationPersistence,0.8932,0.9097,0.8757,0.844,0.8768,0.8569,0.8863,PROTO-PHYSICAL-BOUNDED
24576,A-N,RecursivePropagationPersistence,0.8895,0.9007,0.8749,0.8496,0.8599,0.8303,0.839,PROTO-PHYSICAL-BOUNDED
32768,A-N,RecursivePropagationPersistence,0.8814,0.8697,0.8436,0.8469,0.8253,0.7998,0.854,PROTO-PHYSICAL-BOUNDED
65536,A-N,RecursivePropagationPersistence,0.8316,0.8291,0.8066,0.7859,0.8078,0.7489,0.8068,PROTO-PHYSICAL-BOUNDED
131072,A-N,RecursivePropagationPersistence,0.7433,0.7478,0.7276,0.7071,0.7008,0.6782,0.72,PROTO-PHYSICAL-PARTIAL
1,A-N,InteractionLimitedStabilization,0.9395,0.9252,0.9053,0.8838,0.8845,0.91,0.88,PROTO-PHYSICAL-STABLE
2,A-N,InteractionLimitedStabilization,0.9244,0.9186,0.919,0.8859,0.867,0.897,0.8845,PROTO-PHYSICAL-STABLE
4,A-N,InteractionLimitedStabilization,0.9202,0.9017,0.9065,0.8957,0.8765,0.8914,0.8865,PROTO-PHYSICAL-STABLE
6,A-N,InteractionLimitedStabilization,0.9341,0.9212,0.8963,0.8809,0.8583,0.8928,0.8927,PROTO-PHYSICAL-STABLE
8,A-N,InteractionLimitedStabilization,0.9188,0.9184,0.9117,0.8771,0.8863,0.9027,0.8903,PROTO-PHYSICAL-STABLE
12,A-N,InteractionLimitedStabilization,0.9445,0.9239,0.9101,0.8999,0.8942,0.8888,0.8827,PROTO-PHYSICAL-STABLE
16,A-N,InteractionLimitedStabilization,0.9488,0.8941,0.9106,0.8667,0.8729,0.91,0.8936,PROTO-PHYSICAL-BOUNDED
20,A-N,InteractionLimitedStabilization,0.9366,0.9128,0.9254,0.8982,0.8621,0.91,0.8928,PROTO-PHYSICAL-STABLE
24,A-N,InteractionLimitedStabilization,0.9263,0.9148,0.9179,0.9007,0.8691,0.8922,0.9139,PROTO-PHYSICAL-STABLE
32,A-N,InteractionLimitedStabilization,0.9496,0.9122,0.9236,0.8695,0.8854,0.9022,0.8766,PROTO-PHYSICAL-STABLE
40,A-N,InteractionLimitedStabilization,0.9483,0.8937,0.919,0.8839,0.8606,0.91,0.9137,PROTO-PHYSICAL-BOUNDED
48,A-N,InteractionLimitedStabilization,0.9159,0.8996,0.9005,0.8932,0.8631,0.9067,0.8861,PROTO-PHYSICAL-BOUNDED
64,A-N,InteractionLimitedStabilization,0.9264,0.9095,0.9193,0.897,0.8844,0.8855,0.8761,PROTO-PHYSICAL-STABLE
80,A-N,InteractionLimitedStabilization,0.9393,0.8964,0.9205,0.8686,0.8903,0.9091,0.8874,PROTO-PHYSICAL-BOUNDED
96,A-N,InteractionLimitedStabilization,0.9396,0.9079,0.9213,0.9001,0.8596,0.9023,0.8922,PROTO-PHYSICAL-STABLE
128,A-N,InteractionLimitedStabilization,0.9427,0.9217,0.8945,0.8704,0.8595,0.8763,0.8808,PROTO-PHYSICAL-STABLE
160,A-N,InteractionLimitedStabilization,0.9138,0.9012,0.9098,0.8932,0.8736,0.9038,0.8913,PROTO-PHYSICAL-STABLE
192,A-N,InteractionLimitedStabilization,0.9496,0.9142,0.8887,0.8856,0.8562,0.91,0.8795,PROTO-PHYSICAL-STABLE
256,A-N,InteractionLimitedStabilization,0.9458,0.9051,0.9153,0.8884,0.8794,0.8908,0.9111,PROTO-PHYSICAL-STABLE
320,A-N,InteractionLimitedStabilization,0.9328,0.9205,0.9161,0.8864,0.8758,0.8764,0.8758,PROTO-PHYSICAL-STABLE
512,A-N,InteractionLimitedStabilization,0.9273,0.9073,0.9216,0.8798,0.8652,0.892,0.9083,PROTO-PHYSICAL-STABLE
768,A-N,InteractionLimitedStabilization,0.9233,0.9086,0.9028,0.8771,0.8638,0.877,0.8769,PROTO-PHYSICAL-STABLE
1024,A-N,InteractionLimitedStabilization,0.9328,0.9079,0.8913,0.8667,0.8647,0.8742,0.8851,PROTO-PHYSICAL-STABLE
1536,A-N,InteractionLimitedStabilization,0.944,0.8949,0.9137,0.8975,0.8668,0.8821,0.9046,PROTO-PHYSICAL-BOUNDED
2048,A-N,InteractionLimitedStabilization,0.935,0.8928,0.8961,0.8756,0.8891,0.8733,0.8845,PROTO-PHYSICAL-BOUNDED
3072,A-N,InteractionLimitedStabilization,0.9117,0.9117,0.8939,0.8703,0.8867,0.8796,0.8848,PROTO-PHYSICAL-STABLE
4096,A-N,InteractionLimitedStabilization,0.9151,0.8923,0.9079,0.8789,0.8699,0.8697,0.8924,PROTO-PHYSICAL-BOUNDED
6144,A-N,InteractionLimitedStabilization,0.9034,0.8946,0.8801,0.8862,0.8706,0.8783,0.9019,PROTO-PHYSICAL-BOUNDED
8192,A-N,InteractionLimitedStabilization,0.9109,0.9099,0.8851,0.8769,0.8483,0.8755,0.8889,PROTO-PHYSICAL-STABLE
12288,A-N,InteractionLimitedStabilization,0.9127,0.8819,0.8779,0.8646,0.8704,0.8833,0.8868,PROTO-PHYSICAL-BOUNDED
16384,A-N,InteractionLimitedStabilization,0.9124,0.8952,0.8621,0.8618,0.8602,0.8786,0.8705,PROTO-PHYSICAL-BOUNDED
24576,A-N,InteractionLimitedStabilization,0.8857,0.8571,0.8755,0.8492,0.8318,0.8699,0.864,PROTO-PHYSICAL-BOUNDED
32768,A-N,InteractionLimitedStabilization,0.8753,0.863,0.8632,0.8358,0.8108,0.8293,0.8362,PROTO-PHYSICAL-BOUNDED
65536,A-N,InteractionLimitedStabilization,0.821,0.8017,0.7987,0.7985,0.7615,0.7852,0.8009,PROTO-PHYSICAL-BOUNDED
131072,A-N,InteractionLimitedStabilization,0.7344,0.732,0.7189,0.7008,0.7011,0.7224,0.6962,PROTO-PHYSICAL-PARTIAL
1,A-N,NullPhysicalizationControl,0.6517,0.611,0.6246,0.6081,0.5762,0.5842,0.6131,PROTO-PHYSICAL-DEGRADING
2,A-N,NullPhysicalizationControl,0.628,0.635,0.5864,0.6083,0.605,0.5576,0.595,PROTO-PHYSICAL-DEGRADING
4,A-N,NullPhysicalizationControl,0.6331,0.6077,0.6013,0.5803,0.6047,0.5799,0.5996,PROTO-PHYSICAL-DEGRADING
6,A-N,NullPhysicalizationControl,0.6395,0.6088,0.6102,0.6108,0.5833,0.5902,0.6013,PROTO-PHYSICAL-DEGRADING
8,A-N,NullPhysicalizationControl,0.6295,0.5964,0.5877,0.5819,0.5955,0.5688,0.6116,PROTO-PHYSICAL-DEGRADING
12,A-N,NullPhysicalizationControl,0.6497,0.6265,0.5986,0.5946,0.5908,0.5929,0.5824,PROTO-PHYSICAL-DEGRADING
16,A-N,NullPhysicalizationControl,0.6617,0.6048,0.6083,0.5923,0.5719,0.5823,0.583,PROTO-PHYSICAL-DEGRADING
20,A-N,NullPhysicalizationControl,0.6484,0.6234,0.6196,0.5864,0.5807,0.5754,0.587,PROTO-PHYSICAL-DEGRADING
24,A-N,NullPhysicalizationControl,0.6366,0.6002,0.5893,0.6026,0.5992,0.5558,0.6089,PROTO-PHYSICAL-DEGRADING
32,A-N,NullPhysicalizationControl,0.6377,0.6274,0.6225,0.5883,0.5664,0.5687,0.5906,PROTO-PHYSICAL-DEGRADING
40,A-N,NullPhysicalizationControl,0.6435,0.5965,0.6082,0.6106,0.5698,0.5579,0.5981,PROTO-PHYSICAL-DEGRADING
48,A-N,NullPhysicalizationControl,0.6279,0.6009,0.623,0.5887,0.5903,0.569,0.5916,PROTO-PHYSICAL-DEGRADING
64,A-N,NullPhysicalizationControl,0.6429,0.6138,0.5868,0.594,0.5801,0.5715,0.613,PROTO-PHYSICAL-DEGRADING
80,A-N,NullPhysicalizationControl,0.66,0.6331,0.6001,0.6123,0.5686,0.5946,0.601,PROTO-PHYSICAL-DEGRADING
96,A-N,NullPhysicalizationControl,0.6454,0.6004,0.6178,0.5879,0.5922,0.5759,0.5993,PROTO-PHYSICAL-DEGRADING
128,A-N,NullPhysicalizationControl,0.6275,0.6016,0.599,0.5766,0.5718,0.5905,0.6109,PROTO-PHYSICAL-DEGRADING
160,A-N,NullPhysicalizationControl,0.6301,0.6009,0.5883,0.5989,0.566,0.5809,0.6135,PROTO-PHYSICAL-DEGRADING
192,A-N,NullPhysicalizationControl,0.6462,0.6056,0.6217,0.5854,0.5948,0.5638,0.5925,PROTO-PHYSICAL-DEGRADING
256,A-N,NullPhysicalizationControl,0.6564,0.6068,0.6013,0.5815,0.5976,0.56,0.6001,PROTO-PHYSICAL-DEGRADING
320,A-N,NullPhysicalizationControl,0.6479,0.6276,0.6154,0.6122,0.6037,0.5865,0.5837,PROTO-PHYSICAL-DEGRADING
512,A-N,NullPhysicalizationControl,0.6508,0.6025,0.6024,0.5763,0.5751,0.5598,0.6137,PROTO-PHYSICAL-DEGRADING
768,A-N,NullPhysicalizationControl,0.6281,0.613,0.608,0.5911,0.5806,0.5587,0.5916,PROTO-PHYSICAL-DEGRADING
1024,A-N,NullPhysicalizationControl,0.6326,0.5961,0.6202,0.5852,0.5731,0.5919,0.5872,PROTO-PHYSICAL-DEGRADING
1536,A-N,NullPhysicalizationControl,0.6573,0.6137,0.6215,0.6053,0.575,0.5897,0.5786,PROTO-PHYSICAL-DEGRADING
2048,A-N,NullPhysicalizationControl,0.6522,0.625,0.5949,0.5945,0.5989,0.5693,0.5789,PROTO-PHYSICAL-DEGRADING
3072,A-N,NullPhysicalizationControl,0.643,0.6069,0.5905,0.5956,0.5714,0.5913,0.5757,PROTO-PHYSICAL-DEGRADING
4096,A-N,NullPhysicalizationControl,0.6373,0.5939,0.6034,0.5884,0.5897,0.582,0.5935,PROTO-PHYSICAL-DEGRADING
6144,A-N,NullPhysicalizationControl,0.6294,0.608,0.6138,0.5895,0.5853,0.5773,0.5804,PROTO-PHYSICAL-DEGRADING
8192,A-N,NullPhysicalizationControl,0.6209,0.6102,0.5795,0.5821,0.59,0.5857,0.5978,PROTO-PHYSICAL-DEGRADING
12288,A-N,NullPhysicalizationControl,0.6501,0.6158,0.605,0.5655,0.578,0.5718,0.5992,PROTO-PHYSICAL-DEGRADING
16384,A-N,NullPhysicalizationControl,0.6361,0.6137,0.6053,0.5755,0.5607,0.5712,0.5737,PROTO-PHYSICAL-DEGRADING
24576,A-N,NullPhysicalizationControl,0.6059,0.5977,0.5708,0.5777,0.5616,0.5368,0.5592,PROTO-PHYSICAL-DEGRADING
32768,A-N,NullPhysicalizationControl,0.6119,0.5869,0.5782,0.5567,0.5509,0.5522,0.5429,PROTO-PHYSICAL-DEGRADING
65536,A-N,NullPhysicalizationControl,0.5602,0.5367,0.5496,0.522,0.5099,0.5247,0.5349,PROTO-PHYSICAL-FAILED
131072,A-N,NullPhysicalizationControl,0.5014,0.4977,0.4886,0.4698,0.4644,0.4667,0.4864,PROTO-PHYSICAL-FAILED
1,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A-N,ConstrainedTransportPropagation,0.926,0.96,0.94,0.93,0.8943,0.91,0.9292,PROTO-PHYSICAL-STABLE
131072,P-A-N,ConstrainedTransportPropagation,0.8409,0.8639,0.827,0.8315,0.8024,0.8155,0.8189,PROTO-PHYSICAL-BOUNDED
1,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A-N,RecursiveLocalityEmergence,0.9516,0.934,0.94,0.93,0.9136,0.8928,0.93,PROTO-PHYSICAL-STABLE
131072,P-A-N,RecursiveLocalityEmergence,0.8489,0.8596,0.8486,0.8272,0.8215,0.8185,0.8124,PROTO-PHYSICAL-BOUNDED
1,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A-N,ConservationBoundInteraction,0.9417,0.9447,0.9355,0.93,0.92,0.91,0.9272,PROTO-PHYSICAL-STABLE
131072,P-A-N,ConservationBoundInteraction,0.8295,0.8409,0.8311,0.8528,0.8223,0.8186,0.8299,PROTO-PHYSICAL-BOUNDED
1,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
