chain,domain_A,domain_B,domain_C,operator_A,operator_B,chain_identity_similarity,chain_cg_rate,chain_cg_retention,identity_preserved,cg_preserved
cellular_automata→gray_scott→nonlinear_oscillator,cellular_automata,gray_scott,nonlinear_oscillator,diffusion,resonance_locking,0.9994,0.29,0.5577,1,0
cellular_automata→gray_scott→population,cellular_automata,gray_scott,population,diffusion,resonance_locking,1.0,0.196,0.56,1,0
cellular_automata→gray_scott→replicator,cellular_automata,gray_scott,replicator,diffusion,resonance_locking,0.9978,0.1167,0.3333,1,0
cellular_automata→kuramoto→branching,cellular_automata,kuramoto,branching,diffusion,resonance_locking,0.9994,0.2007,0.5605,1,0
cellular_automata→kuramoto→coupled_map_lattice,cellular_automata,kuramoto,coupled_map_lattice,diffusion,resonance_locking,1.0,0.1753,0.4898,1,0
cellular_automata→kuramoto→graph_diffusion,cellular_automata,kuramoto,graph_diffusion,diffusion,resonance_locking,0.9983,0.1193,0.3333,1,0
cellular_automata→kuramoto→gray_scott,cellular_automata,kuramoto,gray_scott,diffusion,resonance_locking,0.9983,0.236,0.6592,1,0
cellular_automata→kuramoto→lotka_volterra,cellular_automata,kuramoto,lotka_volterra,diffusion,resonance_locking,0.9993,0.1193,0.3333,1,0
cellular_automata→kuramoto→nonlinear_oscillator,cellular_automata,kuramoto,nonlinear_oscillator,diffusion,resonance_locking,0.9998,0.2927,0.5628,1,0
cellular_automata→kuramoto→population,cellular_automata,kuramoto,population,diffusion,resonance_locking,0.9999,0.1987,0.5549,1,0
cellular_automata→kuramoto→replicator,cellular_automata,kuramoto,replicator,diffusion,resonance_locking,0.9986,0.1193,0.3333,1,0
coupled_map_lattice→gray_scott→branching,coupled_map_lattice,gray_scott,branching,diffusion,resonance_locking,0.9994,0.254,0.7257,1,0
coupled_map_lattice→gray_scott→cellular_automata,coupled_map_lattice,gray_scott,cellular_automata,diffusion,resonance_locking,0.9974,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→graph_diffusion,coupled_map_lattice,gray_scott,graph_diffusion,diffusion,resonance_locking,0.9961,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→kuramoto,coupled_map_lattice,gray_scott,kuramoto,diffusion,resonance_locking,1.0,0.292,0.8156,1,1
coupled_map_lattice→gray_scott→lotka_volterra,coupled_map_lattice,gray_scott,lotka_volterra,diffusion,resonance_locking,0.9977,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→nonlinear_oscillator,coupled_map_lattice,gray_scott,nonlinear_oscillator,diffusion,resonance_locking,0.9987,0.346,0.6654,1,0
coupled_map_lattice→gray_scott→population,coupled_map_lattice,gray_scott,population,diffusion,resonance_locking,0.9998,0.252,0.72,1,0
coupled_map_lattice→gray_scott→replicator,coupled_map_lattice,gray_scott,replicator,diffusion,resonance_locking,0.9965,0.1727,0.4933,1,0
coupled_map_lattice→kuramoto→branching,coupled_map_lattice,kuramoto,branching,diffusion,resonance_locking,0.9996,0.2567,0.7169,1,0
coupled_map_lattice→kuramoto→cellular_automata,coupled_map_lattice,kuramoto,cellular_automata,diffusion,resonance_locking,0.9982,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→graph_diffusion,coupled_map_lattice,kuramoto,graph_diffusion,diffusion,resonance_locking,0.9971,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→gray_scott,coupled_map_lattice,kuramoto,gray_scott,diffusion,resonance_locking,0.9992,0.292,0.8156,1,1
coupled_map_lattice→kuramoto→lotka_volterra,coupled_map_lattice,kuramoto,lotka_volterra,diffusion,resonance_locking,0.9985,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→nonlinear_oscillator,coupled_map_lattice,kuramoto,nonlinear_oscillator,diffusion,resonance_locking,0.9993,0.3487,0.6705,1,0
coupled_map_lattice→kuramoto→population,coupled_map_lattice,kuramoto,population,diffusion,resonance_locking,1.0,0.2547,0.7114,1,0
coupled_map_lattice→kuramoto→replicator,coupled_map_lattice,kuramoto,replicator,diffusion,resonance_locking,0.9975,0.1753,0.4898,1,0
population→coupled_map_lattice→branching,population,coupled_map_lattice,branching,hierarchical_nesting,constraint_propagation,0.9995,0.2167,0.888,1,1
population→coupled_map_lattice→cellular_automata,population,coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,0.9989,0.1353,0.5686,1,0
population→coupled_map_lattice→graph_diffusion,population,coupled_map_lattice,graph_diffusion,hierarchical_nesting,constraint_propagation,0.9981,0.1353,0.5686,1,0
population→coupled_map_lattice→gray_scott,population,coupled_map_lattice,gray_scott,hierarchical_nesting,constraint_propagation,0.9984,0.252,0.72,1,0
population→coupled_map_lattice→kuramoto,population,coupled_map_lattice,kuramoto,hierarchical_nesting,constraint_propagation,0.9994,0.2547,0.7114,1,0
population→coupled_map_lattice→lotka_volterra,population,coupled_map_lattice,lotka_volterra,hierarchical_nesting,constraint_propagation,0.9991,0.1353,0.5686,1,0
population→coupled_map_lattice→nonlinear_oscillator,population,coupled_map_lattice,nonlinear_oscillator,hierarchical_nesting,constraint_propagation,0.9997,0.3087,0.5936,1,0
population→coupled_map_lattice→replicator,population,coupled_map_lattice,replicator,hierarchical_nesting,constraint_propagation,0.9984,0.1353,0.5686,1,0
population→cellular_automata→branching,population,cellular_automata,branching,hierarchical_nesting,constraint_propagation,0.9989,0.1607,0.6585,1,0
population→cellular_automata→coupled_map_lattice,population,cellular_automata,coupled_map_lattice,hierarchical_nesting,constraint_propagation,0.9999,0.1353,0.5686,1,0
population→cellular_automata→graph_diffusion,population,cellular_automata,graph_diffusion,hierarchical_nesting,constraint_propagation,0.9991,0.0793,0.3333,1,0
population→cellular_automata→gray_scott,population,cellular_automata,gray_scott,hierarchical_nesting,constraint_propagation,0.9971,0.196,0.56,1,0
population→cellular_automata→kuramoto,population,cellular_automata,kuramoto,hierarchical_nesting,constraint_propagation,0.9985,0.1987,0.5549,1,0
population→cellular_automata→lotka_volterra,population,cellular_automata,lotka_volterra,hierarchical_nesting,constraint_propagation,0.9997,0.0793,0.3333,1,0
population→cellular_automata→nonlinear_oscillator,population,cellular_automata,nonlinear_oscillator,hierarchical_nesting,constraint_propagation,0.9999,0.2527,0.4859,1,0
population→cellular_automata→replicator,population,cellular_automata,replicator,hierarchical_nesting,constraint_propagation,0.9993,0.0793,0.3333,1,0
coupled_map_lattice→cellular_automata→branching,coupled_map_lattice,cellular_automata,branching,hierarchical_nesting,constraint_propagation,0.9987,0.1373,0.5628,1,0
coupled_map_lattice→cellular_automata→graph_diffusion,coupled_map_lattice,cellular_automata,graph_diffusion,hierarchical_nesting,constraint_propagation,0.9995,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→gray_scott,coupled_map_lattice,cellular_automata,gray_scott,hierarchical_nesting,constraint_propagation,0.9963,0.1727,0.4933,1,0
coupled_map_lattice→cellular_automata→kuramoto,coupled_map_lattice,cellular_automata,kuramoto,hierarchical_nesting,constraint_propagation,0.998,0.1753,0.4898,1,0
coupled_map_lattice→cellular_automata→lotka_volterra,coupled_map_lattice,cellular_automata,lotka_volterra,hierarchical_nesting,constraint_propagation,0.9998,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→nonlinear_oscillator,coupled_map_lattice,cellular_automata,nonlinear_oscillator,hierarchical_nesting,constraint_propagation,1.0,0.2293,0.441,1,0
coupled_map_lattice→cellular_automata→population,coupled_map_lattice,cellular_automata,population,hierarchical_nesting,constraint_propagation,0.9994,0.1353,0.5686,1,0
coupled_map_lattice→cellular_automata→replicator,coupled_map_lattice,cellular_automata,replicator,hierarchical_nesting,constraint_propagation,0.9996,0.056,0.3333,1,0
population→gray_scott→branching,population,gray_scott,branching,hierarchical_nesting,resonance_locking,0.9992,0.2773,0.7924,1,0
population→gray_scott→cellular_automata,population,gray_scott,cellular_automata,hierarchical_nesting,resonance_locking,0.9969,0.196,0.56,1,0
population→gray_scott→coupled_map_lattice,population,gray_scott,coupled_map_lattice,hierarchical_nesting,resonance_locking,0.9991,0.252,0.72,1,0
population→gray_scott→graph_diffusion,population,gray_scott,graph_diffusion,hierarchical_nesting,resonance_locking,0.9955,0.196,0.56,1,0
population→gray_scott→kuramoto,population,gray_scott,kuramoto,hierarchical_nesting,resonance_locking,1.0,0.3153,0.8808,1,1
population→gray_scott→lotka_volterra,population,gray_scott,lotka_volterra,hierarchical_nesting,resonance_locking,0.9972,0.196,0.56,1,0
population→gray_scott→nonlinear_oscillator,population,gray_scott,nonlinear_oscillator,hierarchical_nesting,resonance_locking,0.9984,0.3693,0.7103,1,0
population→gray_scott→replicator,population,gray_scott,replicator,hierarchical_nesting,resonance_locking,0.996,0.196,0.56,1,0
population→kuramoto→branching,population,kuramoto,branching,hierarchical_nesting,resonance_locking,0.9995,0.28,0.7821,1,0
population→kuramoto→cellular_automata,population,kuramoto,cellular_automata,hierarchical_nesting,resonance_locking,0.9978,0.1987,0.5549,1,0
population→kuramoto→coupled_map_lattice,population,kuramoto,coupled_map_lattice,hierarchical_nesting,resonance_locking,0.9996,0.2547,0.7114,1,0
population→kuramoto→graph_diffusion,population,kuramoto,graph_diffusion,hierarchical_nesting,resonance_locking,0.9966,0.1987,0.5549,1,0
population→kuramoto→gray_scott,population,kuramoto,gray_scott,hierarchical_nesting,resonance_locking,0.9994,0.3153,0.8808,1,1
population→kuramoto→lotka_volterra,population,kuramoto,lotka_volterra,hierarchical_nesting,resonance_locking,0.9981,0.1987,0.5549,1,0
population→kuramoto→nonlinear_oscillator,population,kuramoto,nonlinear_oscillator,hierarchical_nesting,resonance_locking,0.999,0.372,0.7154,1,0
population→kuramoto→replicator,population,kuramoto,replicator,hierarchical_nesting,resonance_locking,0.997,0.1987,0.5549,1,0
coupled_map_lattice→gray_scott→branching,coupled_map_lattice,gray_scott,branching,hierarchical_nesting,resonance_locking,0.9994,0.254,0.7257,1,0
coupled_map_lattice→gray_scott→cellular_automata,coupled_map_lattice,gray_scott,cellular_automata,hierarchical_nesting,resonance_locking,0.9974,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→graph_diffusion,coupled_map_lattice,gray_scott,graph_diffusion,hierarchical_nesting,resonance_locking,0.9961,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→kuramoto,coupled_map_lattice,gray_scott,kuramoto,hierarchical_nesting,resonance_locking,1.0,0.292,0.8156,1,1
coupled_map_lattice→gray_scott→lotka_volterra,coupled_map_lattice,gray_scott,lotka_volterra,hierarchical_nesting,resonance_locking,0.9977,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→nonlinear_oscillator,coupled_map_lattice,gray_scott,nonlinear_oscillator,hierarchical_nesting,resonance_locking,0.9987,0.346,0.6654,1,0
coupled_map_lattice→gray_scott→population,coupled_map_lattice,gray_scott,population,hierarchical_nesting,resonance_locking,0.9998,0.252,0.72,1,0
coupled_map_lattice→gray_scott→replicator,coupled_map_lattice,gray_scott,replicator,hierarchical_nesting,resonance_locking,0.9965,0.1727,0.4933,1,0
coupled_map_lattice→kuramoto→branching,coupled_map_lattice,kuramoto,branching,hierarchical_nesting,resonance_locking,0.9996,0.2567,0.7169,1,0
coupled_map_lattice→kuramoto→cellular_automata,coupled_map_lattice,kuramoto,cellular_automata,hierarchical_nesting,resonance_locking,0.9982,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→graph_diffusion,coupled_map_lattice,kuramoto,graph_diffusion,hierarchical_nesting,resonance_locking,0.9971,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→gray_scott,coupled_map_lattice,kuramoto,gray_scott,hierarchical_nesting,resonance_locking,0.9992,0.292,0.8156,1,1
coupled_map_lattice→kuramoto→lotka_volterra,coupled_map_lattice,kuramoto,lotka_volterra,hierarchical_nesting,resonance_locking,0.9985,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→nonlinear_oscillator,coupled_map_lattice,kuramoto,nonlinear_oscillator,hierarchical_nesting,resonance_locking,0.9993,0.3487,0.6705,1,0
coupled_map_lattice→kuramoto→population,coupled_map_lattice,kuramoto,population,hierarchical_nesting,resonance_locking,1.0,0.2547,0.7114,1,0
coupled_map_lattice→kuramoto→replicator,coupled_map_lattice,kuramoto,replicator,hierarchical_nesting,resonance_locking,0.9975,0.1753,0.4898,1,0
coupled_map_lattice→gray_scott→branching,coupled_map_lattice,gray_scott,branching,constraint_propagation,resonance_locking,0.9994,0.254,0.7257,1,0
coupled_map_lattice→gray_scott→cellular_automata,coupled_map_lattice,gray_scott,cellular_automata,constraint_propagation,resonance_locking,0.9974,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→graph_diffusion,coupled_map_lattice,gray_scott,graph_diffusion,constraint_propagation,resonance_locking,0.9961,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→kuramoto,coupled_map_lattice,gray_scott,kuramoto,constraint_propagation,resonance_locking,1.0,0.292,0.8156,1,1
coupled_map_lattice→gray_scott→lotka_volterra,coupled_map_lattice,gray_scott,lotka_volterra,constraint_propagation,resonance_locking,0.9977,0.1727,0.4933,1,0
coupled_map_lattice→gray_scott→nonlinear_oscillator,coupled_map_lattice,gray_scott,nonlinear_oscillator,constraint_propagation,resonance_locking,0.9987,0.346,0.6654,1,0
coupled_map_lattice→gray_scott→population,coupled_map_lattice,gray_scott,population,constraint_propagation,resonance_locking,0.9998,0.252,0.72,1,0
coupled_map_lattice→gray_scott→replicator,coupled_map_lattice,gray_scott,replicator,constraint_propagation,resonance_locking,0.9965,0.1727,0.4933,1,0
coupled_map_lattice→kuramoto→branching,coupled_map_lattice,kuramoto,branching,constraint_propagation,resonance_locking,0.9996,0.2567,0.7169,1,0
coupled_map_lattice→kuramoto→cellular_automata,coupled_map_lattice,kuramoto,cellular_automata,constraint_propagation,resonance_locking,0.9982,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→graph_diffusion,coupled_map_lattice,kuramoto,graph_diffusion,constraint_propagation,resonance_locking,0.9971,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→gray_scott,coupled_map_lattice,kuramoto,gray_scott,constraint_propagation,resonance_locking,0.9992,0.292,0.8156,1,1
coupled_map_lattice→kuramoto→lotka_volterra,coupled_map_lattice,kuramoto,lotka_volterra,constraint_propagation,resonance_locking,0.9985,0.1753,0.4898,1,0
coupled_map_lattice→kuramoto→nonlinear_oscillator,coupled_map_lattice,kuramoto,nonlinear_oscillator,constraint_propagation,resonance_locking,0.9993,0.3487,0.6705,1,0
coupled_map_lattice→kuramoto→population,coupled_map_lattice,kuramoto,population,constraint_propagation,resonance_locking,1.0,0.2547,0.7114,1,0
coupled_map_lattice→kuramoto→replicator,coupled_map_lattice,kuramoto,replicator,constraint_propagation,resonance_locking,0.9975,0.1753,0.4898,1,0
cellular_automata→gray_scott→branching,cellular_automata,gray_scott,branching,constraint_propagation,resonance_locking,0.9994,0.198,0.5657,1,0
cellular_automata→gray_scott→coupled_map_lattice,cellular_automata,gray_scott,coupled_map_lattice,constraint_propagation,resonance_locking,0.9998,0.1727,0.4933,1,0
cellular_automata→gray_scott→graph_diffusion,cellular_automata,gray_scott,graph_diffusion,constraint_propagation,resonance_locking,0.9975,0.1167,0.3333,1,0
cellular_automata→gray_scott→kuramoto,cellular_automata,gray_scott,kuramoto,constraint_propagation,resonance_locking,0.9997,0.236,0.6592,1,0
cellular_automata→gray_scott→lotka_volterra,cellular_automata,gray_scott,lotka_volterra,constraint_propagation,resonance_locking,0.9987,0.1167,0.3333,1,0
cellular_automata→gray_scott→nonlinear_oscillator,cellular_automata,gray_scott,nonlinear_oscillator,constraint_propagation,resonance_locking,0.9994,0.29,0.5577,1,0
cellular_automata→gray_scott→population,cellular_automata,gray_scott,population,constraint_propagation,resonance_locking,1.0,0.196,0.56,1,0
cellular_automata→gray_scott→replicator,cellular_automata,gray_scott,replicator,constraint_propagation,resonance_locking,0.9978,0.1167,0.3333,1,0
