depth,sector,condition,rg_similarity,abstraction_coherence,meta_model_fidelity,cross_model_integration,recursive_abstraction_persistence,predictive_abstraction_gain,higher_order_stabilization_strength,classification
128,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.7089,0.6929,0.6878,0.671,0.652,0.6681,0.6686,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.6664,0.6443,0.6388,0.6307,0.6295,0.6011,0.6329,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.6179,0.6134,0.6045,0.5801,0.573,0.5832,0.5913,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.5551,0.5442,0.5302,0.5156,0.5124,0.5041,0.5308,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.4938,0.4791,0.4826,0.4773,0.4641,0.4651,0.4742,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.3866,0.3715,0.3632,0.3613,0.3617,0.3524,0.3641,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.2995,0.2894,0.2813,0.2791,0.2765,0.2684,0.2753,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.2428,0.2336,0.226,0.2324,0.2239,0.2192,0.2323,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.1718,0.1724,0.1654,0.1624,0.1643,0.1603,0.1662,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.1378,0.1352,0.1295,0.1281,0.1309,0.1262,0.1298,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.0943,0.095,0.0921,0.0919,0.0894,0.0892,0.0918,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.0736,0.0709,0.0714,0.0704,0.0686,0.0676,0.07,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9566,0.94,0.9129,0.92,0.91,0.8785,0.9122,ABSTRACTION-STABLE
2,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9396,0.937,0.93,0.92,0.9063,0.9,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9472,0.9322,0.9291,0.92,0.8967,0.8833,0.8924,ABSTRACTION-STABLE
6,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.96,0.94,0.9265,0.9083,0.9084,0.8888,0.8914,ABSTRACTION-STABLE
8,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9399,0.9218,0.9011,0.92,0.8837,0.8635,0.8988,ABSTRACTION-STABLE
12,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9287,0.9129,0.8916,0.8872,0.8576,0.8819,0.8986,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9312,0.9052,0.8739,0.9098,0.8497,0.8754,0.8928,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9278,0.8764,0.8773,0.892,0.8462,0.8466,0.8487,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8846,0.8995,0.8812,0.8889,0.8342,0.8412,0.8523,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8836,0.8605,0.8401,0.8614,0.8338,0.8183,0.8272,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8429,0.8401,0.8393,0.8308,0.8162,0.8069,0.8193,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.843,0.8369,0.8029,0.8148,0.7856,0.8018,0.8047,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8109,0.7871,0.7812,0.7826,0.7664,0.764,0.7542,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.772,0.7739,0.7519,0.7508,0.7391,0.7134,0.7394,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.7514,0.7262,0.7062,0.7427,0.7086,0.7072,0.7248,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.6954,0.6992,0.6621,0.6674,0.6432,0.6604,0.6578,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.6442,0.6489,0.6391,0.642,0.6201,0.6002,0.6083,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.6012,0.6105,0.5902,0.5942,0.5823,0.5678,0.5757,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.541,0.5281,0.5225,0.5342,0.5047,0.506,0.5125,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.4948,0.4787,0.469,0.4761,0.4611,0.4525,0.4578,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.3804,0.3665,0.3672,0.3735,0.3614,0.3608,0.3547,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.2968,0.2854,0.2758,0.281,0.2718,0.2761,0.2793,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.2387,0.2355,0.2301,0.2262,0.2193,0.216,0.2206,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.1707,0.1709,0.1653,0.1659,0.1593,0.1597,0.1605,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.1328,0.1344,0.131,0.129,0.128,0.1259,0.1303,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.094,0.0935,0.09,0.0935,0.0902,0.0872,0.0885,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.0734,0.0723,0.0701,0.0704,0.069,0.0665,0.0695,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9567,0.94,0.9135,0.8958,0.91,0.877,0.92,ABSTRACTION-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.96,0.9376,0.93,0.8988,0.91,0.886,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.96,0.9199,0.93,0.9122,0.8992,0.9,0.8975,ABSTRACTION-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9272,0.94,0.9175,0.8836,0.91,0.8685,0.9076,ABSTRACTION-STABLE
8,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9261,0.9356,0.9032,0.8815,0.8919,0.8897,0.9155,ABSTRACTION-STABLE
12,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9127,0.8929,0.9064,0.9017,0.8953,0.8644,0.9006,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8969,0.9055,0.898,0.8825,0.8716,0.8753,0.8573,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.923,0.8726,0.862,0.8777,0.8644,0.862,0.8688,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.877,0.8889,0.8788,0.8721,0.8703,0.8238,0.85,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8809,0.8662,0.8343,0.8225,0.8385,0.804,0.8422,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8559,0.8281,0.8291,0.802,0.8464,0.7876,0.8331,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8214,0.8261,0.8163,0.8112,0.8146,0.8006,0.8137,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.7897,0.7953,0.7706,0.7708,0.766,0.7447,0.7677,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.7792,0.767,0.753,0.7418,0.7551,0.7333,0.7391,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.7549,0.7372,0.7341,0.7234,0.7301,0.6904,0.6982,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.6914,0.6675,0.6618,0.6527,0.678,0.6342,0.6731,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.6559,0.6307,0.624,0.6249,0.6288,0.5935,0.6078,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.601,0.59,0.5907,0.5701,0.598,0.5799,0.5732,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.5349,0.5256,0.5328,0.5176,0.5203,0.5074,0.5254,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.4835,0.4775,0.469,0.4712,0.4673,0.4596,0.4719,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.3707,0.3739,0.3655,0.3681,0.3701,0.3576,0.363,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.2856,0.2826,0.2747,0.2818,0.2821,0.2752,0.2793,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.2313,0.2345,0.2255,0.2205,0.2227,0.2208,0.2278,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.1704,0.1686,0.1668,0.1612,0.1642,0.1616,0.1622,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.1362,0.1324,0.1276,0.1269,0.1305,0.125,0.1273,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.0916,0.0913,0.0893,0.0892,0.0908,0.0864,0.0889,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.0725,0.0708,0.0683,0.0678,0.0697,0.0687,0.0693,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.96,0.9219,0.919,0.9038,0.9071,0.9,0.92,ABSTRACTION-STABLE
2,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.9525,0.9382,0.9288,0.92,0.91,0.9,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.9545,0.9348,0.9157,0.9051,0.892,0.9,0.9069,ABSTRACTION-STABLE
6,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.9348,0.9081,0.9173,0.8852,0.8807,0.9,0.9105,ABSTRACTION-STABLE
8,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.9181,0.9231,0.8939,0.9054,0.9017,0.9,0.9143,ABSTRACTION-BOUNDED
12,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.915,0.915,0.8814,0.8979,0.8764,0.8821,0.8838,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.9198,0.8843,0.8714,0.8904,0.8519,0.8945,0.8861,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.8891,0.8664,0.893,0.875,0.842,0.8478,0.8578,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.8765,0.8712,0.8501,0.8729,0.8293,0.8741,0.8656,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.8648,0.8705,0.8637,0.8503,0.8156,0.8449,0.8482,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.8691,0.8316,0.8226,0.8075,0.7996,0.8218,0.8042,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.845,0.8159,0.8153,0.8099,0.7839,0.8068,0.7921,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.7933,0.7907,0.7634,0.7598,0.7563,0.7597,0.7859,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.7761,0.7675,0.7339,0.7256,0.7195,0.7487,0.7312,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.7342,0.7226,0.7103,0.7033,0.6989,0.7007,0.7279,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.6889,0.6904,0.6828,0.6715,0.647,0.6675,0.6577,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.6501,0.638,0.6338,0.6105,0.6214,0.6278,0.6106,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.6053,0.6017,0.5914,0.5828,0.5777,0.5763,0.5937,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.5481,0.5246,0.5239,0.518,0.5096,0.5125,0.5265,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.4851,0.4762,0.4742,0.4689,0.461,0.4704,0.4781,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.3798,0.3762,0.365,0.3586,0.3545,0.3677,0.3588,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.2839,0.2824,0.2807,0.2764,0.2744,0.2755,0.2771,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.2342,0.2309,0.2281,0.2296,0.2181,0.2247,0.2243,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.1726,0.1692,0.164,0.1601,0.1613,0.1668,0.1602,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.1319,0.1326,0.1319,0.1279,0.1292,0.1274,0.1293,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.093,0.0916,0.0892,0.0906,0.0882,0.0889,0.0904,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.0718,0.0703,0.0693,0.069,0.0675,0.0693,0.0683,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9569,0.9203,0.93,0.9093,0.8968,0.8923,0.92,ABSTRACTION-STABLE
2,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.96,0.9231,0.93,0.9161,0.91,0.9,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9516,0.9237,0.9115,0.8929,0.91,0.9,0.916,ABSTRACTION-STABLE
6,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9215,0.9377,0.9103,0.92,0.9028,0.8885,0.9053,ABSTRACTION-STABLE
8,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9335,0.9138,0.9198,0.8811,0.91,0.8932,0.92,ABSTRACTION-STABLE
12,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9255,0.899,0.9057,0.8968,0.9035,0.8696,0.9126,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9237,0.8968,0.8859,0.8817,0.8825,0.8575,0.8892,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8965,0.8692,0.8981,0.8845,0.8548,0.8461,0.8894,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9003,0.891,0.8826,0.8578,0.8527,0.8407,0.8595,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8696,0.8464,0.8696,0.8338,0.8444,0.8418,0.8729,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8542,0.8307,0.854,0.8088,0.816,0.8057,0.8207,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8153,0.8177,0.8177,0.799,0.7873,0.7885,0.8224,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8105,0.7884,0.7879,0.7587,0.7586,0.7542,0.78,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.7655,0.7449,0.7668,0.736,0.7329,0.7428,0.7569,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.7409,0.7344,0.7264,0.7211,0.7146,0.695,0.7267,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.6953,0.6694,0.6891,0.6582,0.6515,0.6481,0.6633,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.6513,0.6428,0.6268,0.6303,0.6185,0.6203,0.6336,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.6117,0.5904,0.6052,0.5909,0.5825,0.5855,0.6055,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.5284,0.5329,0.5279,0.528,0.5183,0.5116,0.5293,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.4902,0.469,0.484,0.4647,0.4612,0.4537,0.468,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.3732,0.3701,0.3621,0.3587,0.3599,0.3591,0.3636,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.2844,0.2868,0.289,0.2821,0.2744,0.2782,0.2854,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.2362,0.2331,0.2295,0.2241,0.2207,0.2267,0.2336,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.1707,0.1646,0.1644,0.1647,0.1641,0.1634,0.1681,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.1334,0.129,0.1312,0.1295,0.1296,0.1291,0.1313,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.0944,0.0902,0.0917,0.0905,0.0888,0.0899,0.0933,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.0715,0.0718,0.0717,0.0675,0.0683,0.0676,0.071,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.746,0.7682,0.7387,0.7702,0.7428,0.7225,0.7549,ABSTRACTION-PARTIAL
2,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7707,0.7454,0.7449,0.7791,0.7496,0.71,0.76,ABSTRACTION-PARTIAL
4,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7584,0.7769,0.7562,0.7517,0.7139,0.7096,0.7579,ABSTRACTION-PARTIAL
6,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7615,0.749,0.7508,0.7466,0.7112,0.7217,0.726,ABSTRACTION-PARTIAL
8,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7341,0.7429,0.7287,0.7617,0.7108,0.7222,0.7299,ABSTRACTION-PARTIAL
12,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7519,0.7574,0.7413,0.7338,0.7083,0.7049,0.7365,ABSTRACTION-PARTIAL
16,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7188,0.7438,0.7138,0.7184,0.7055,0.7005,0.7217,ABSTRACTION-PARTIAL
20,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7038,0.7397,0.7031,0.7123,0.6806,0.6866,0.7127,ABSTRACTION-PARTIAL
24,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7296,0.7015,0.6897,0.7075,0.6863,0.6853,0.6954,ABSTRACTION-DEGRADING
32,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.7014,0.6836,0.6778,0.7098,0.6605,0.659,0.6689,ABSTRACTION-DEGRADING
40,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.6709,0.6769,0.6894,0.684,0.6511,0.645,0.6561,ABSTRACTION-DEGRADING
48,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.6714,0.6846,0.6649,0.684,0.6362,0.6417,0.6591,ABSTRACTION-DEGRADING
64,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.6339,0.639,0.6436,0.6381,0.6243,0.6027,0.6349,ABSTRACTION-DEGRADING
80,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.6288,0.6082,0.6239,0.6172,0.5873,0.597,0.6053,ABSTRACTION-DEGRADING
96,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.5787,0.6099,0.5924,0.6086,0.5828,0.5603,0.5747,ABSTRACTION-DEGRADING
128,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.5638,0.5419,0.5545,0.5532,0.5468,0.5251,0.5533,ABSTRACTION-FAILED
160,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.5098,0.5136,0.5063,0.5205,0.5042,0.502,0.5032,ABSTRACTION-FAILED
192,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.4881,0.4908,0.4913,0.4902,0.4591,0.4699,0.4716,ABSTRACTION-FAILED
256,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.4209,0.435,0.4369,0.4241,0.406,0.4194,0.4268,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.3967,0.3881,0.3926,0.3812,0.3758,0.3741,0.3763,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.305,0.3073,0.2984,0.3076,0.291,0.2849,0.2984,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.2332,0.234,0.2272,0.2273,0.2255,0.2171,0.2319,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.1884,0.1839,0.1873,0.186,0.1761,0.1762,0.1787,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.1368,0.1369,0.1319,0.1385,0.1325,0.1268,0.1331,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.1071,0.1081,0.104,0.1078,0.1054,0.1014,0.106,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.0763,0.0751,0.0755,0.0738,0.0703,0.0705,0.0745,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.0563,0.0586,0.0579,0.0589,0.0541,0.0536,0.0565,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
