depth,sector,condition,rg_similarity,interaction_coherence,collision_reproducibility,identity_retention_post_collision,recursive_exchange_stability,bounded_interaction_drift,interaction_gain,classification
8192,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A-N,PacketCollisionDynamics,0.9282,0.9537,0.9238,0.907,0.9025,0.9079,0.9134,INTERACTION-STABLE
16777216,P-A-N,PacketCollisionDynamics,0.8578,0.8539,0.8522,0.8255,0.8203,0.813,0.8397,INTERACTION-BOUNDED
1,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A-N,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A-N,RecursiveInteractionPersistence,0.9405,0.9194,0.94,0.9241,0.9027,0.8995,0.8998,INTERACTION-STABLE
16777216,P-A-N,RecursiveInteractionPersistence,0.8614,0.8321,0.8398,0.8356,0.8217,0.8066,0.8226,INTERACTION-BOUNDED
1,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A-N,IdentityRetentionAfterCollision,0.9443,0.9401,0.9354,0.93,0.9008,0.91,0.8996,INTERACTION-STABLE
16777216,P-A-N,IdentityRetentionAfterCollision,0.8434,0.8454,0.8345,0.8541,0.814,0.7985,0.8157,INTERACTION-BOUNDED
1,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A-N,ExchangeConservationTracking,0.9463,0.9302,0.9107,0.9255,0.92,0.8802,0.92,INTERACTION-STABLE
16777216,P-A-N,ExchangeConservationTracking,0.8546,0.8339,0.8344,0.8296,0.8271,0.7996,0.8277,INTERACTION-BOUNDED
1,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A-N,ConstructiveDestructiveCollision,0.9542,0.9303,0.9332,0.9189,0.8891,0.8859,0.9277,INTERACTION-STABLE
16777216,P-A-N,ConstructiveDestructiveCollision,0.8463,0.8466,0.8353,0.8111,0.8238,0.7933,0.8306,INTERACTION-BOUNDED
1,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
