depth,sector,condition,rg_similarity,causal_coherence,temporal_order_stability,propagation_directionality,causal_chain_persistence,recursive_temporal_alignment,temporal_emergence_gain,classification
16,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A-N,CausalOrderingExtraction,0.9466,0.96,0.9268,0.9276,0.92,0.8876,0.9205,CAUSAL-TEMPORAL-STABLE
524288,P-A-N,CausalOrderingExtraction,0.8533,0.8675,0.8209,0.8287,0.8062,0.8165,0.8427,CAUSAL-TEMPORAL-BOUNDED
1,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A-N,RecursiveTemporalConsistency,0.9446,0.9227,0.94,0.9116,0.92,0.91,0.899,CAUSAL-TEMPORAL-STABLE
524288,P-A-N,RecursiveTemporalConsistency,0.8588,0.8479,0.8629,0.8226,0.8214,0.8301,0.82,CAUSAL-TEMPORAL-BOUNDED
1,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A-N,PropagationAsymmetryTracking,0.9465,0.9352,0.9242,0.93,0.9187,0.8912,0.9048,CAUSAL-TEMPORAL-STABLE
524288,P-A-N,PropagationAsymmetryTracking,0.8414,0.8388,0.844,0.8583,0.8153,0.7975,0.8299,CAUSAL-TEMPORAL-BOUNDED
1,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A-N,CausalChainPersistenceMapping,0.9373,0.9544,0.9311,0.93,0.92,0.895,0.93,CAUSAL-TEMPORAL-STABLE
524288,P-A-N,CausalChainPersistenceMapping,0.8388,0.8563,0.83,0.8141,0.8323,0.8097,0.826,CAUSAL-TEMPORAL-BOUNDED
1,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A-N,TransportDirectionCoherence,0.9357,0.9353,0.9178,0.93,0.895,0.8994,0.9253,CAUSAL-TEMPORAL-STABLE
524288,P-A-N,TransportDirectionCoherence,0.8389,0.839,0.8363,0.8463,0.7978,0.8105,0.8548,CAUSAL-TEMPORAL-BOUNDED
1,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
